tile_index,jis_code,unicode,character,file_offset
3102,0x514C,U+5196,冖,0x4D644
3103,0x514D,U+51A4,冤,0x4D684
3104,0x514E,U+51A6,冦,0x4D6C4
3105,0x514F,U+51A2,冢,0x4D704
3106,0x5150,U+51A9,冩,0x4D744
3107,0x5151,U+51AA,冪,0x4D784
3108,0x5152,U+51AB,冫,0x4D7C4
3109,0x5153,U+51B3,决,0x4D804
3110,0x5154,U+51B1,冱,0x4D844
3111,0x5155,U+51B2,冲,0x4D884
3112,0x5156,U+51B0,冰,0x4D8C4
3113,0x5157,U+51B5,况,0x4D904
3114,0x5158,U+51BD,冽,0x4D944
3115,0x5159,U+51C5,凅,0x4D984
3116,0x515A,U+51C9,凉,0x4D9C4
3117,0x515B,U+51DB,凛,0x4DA04
3118,0x515C,U+51E0,几,0x4DA44
3119,0x515D,U+8655,處,0x4DA84
3120,0x515E,U+51E9,凩,0x4DAC4
3121,0x515F,U+51ED,凭,0x4DB04
3122,0x5160,U+51F0,凰,0x4DB44
3123,0x5161,U+51F5,凵,0x4DB84
3124,0x5162,U+51FE,凾,0x4DBC4
3125,0x5163,U+5204,刄,0x4DC04
3126,0x5164,U+520B,刋,0x4DC44
3127,0x5165,U+5214,刔,0x4DC84
3128,0x5166,U+520E,刎,0x4DCC4
3129,0x5167,U+5227,刧,0x4DD04
3130,0x5168,U+522A,刪,0x4DD44
3131,0x5169,U+522E,刮,0x4DD84
3132,0x516A,U+5233,刳,0x4DDC4
3133,0x516B,U+5239,刹,0x4DE04
3134,0x516C,U+524F,剏,0x4DE44
3135,0x516D,U+5244,剄,0x4DE84
3136,0x516E,U+524B,剋,0x4DEC4
3137,0x516F,U+524C,剌,0x4DF04
3138,0x5170,U+525E,剞,0x4DF44
3139,0x5171,U+5254,剔,0x4DF84
3140,0x5172,U+526A,剪,0x4DFC4
3141,0x5173,U+5274,剴,0x4E004
3142,0x5174,U+5269,剩,0x4E044
3143,0x5175,U+5273,剳,0x4E084
3144,0x5176,U+527F,剿,0x4E0C4
3145,0x5177,U+527D,剽,0x4E104
3146,0x5178,U+528D,劍,0x4E144
3147,0x5179,U+5294,劔,0x4E184
3148,0x517A,U+5292,劒,0x4E1C4
3149,0x517B,U+5271,剱,0x4E204
3150,0x517C,U+5288,劈,0x4E244
3151,0x517D,U+5291,劑,0x4E284
3152,0x517E,U+8FA8,辨,0x4E2C4
3153,0x5221,U+8FA7,辧,0x4E304
3154,0x5222,U+52AC,劬,0x4E344
3155,0x5223,U+52AD,劭,0x4E384
3156,0x5224,U+52BC,劼,0x4E3C4
3157,0x5225,U+52B5,劵,0x4E404
3158,0x5226,U+52C1,勁,0x4E444
3159,0x5227,U+52CD,勍,0x4E484
3160,0x5228,U+52D7,勗,0x4E4C4
3161,0x5229,U+52DE,勞,0x4E504
3162,0x522A,U+52E3,勣,0x4E544
3163,0x522B,U+52E6,勦,0x4E584
3164,0x522C,U+98ED,飭,0x4E5C4
3165,0x522D,U+52E0,勠,0x4E604
3166,0x522E,U+52F3,勳,0x4E644
3167,0x522F,U+52F5,勵,0x4E684
3168,0x5230,U+52F8,勸,0x4E6C4
3169,0x5231,U+52F9,勹,0x4E704
3170,0x5232,U+5306,匆,0x4E744
3171,0x5233,U+5308,匈,0x4E784
3172,0x5234,U+7538,甸,0x4E7C4
3173,0x5235,U+530D,匍,0x4E804
3174,0x5236,U+5310,匐,0x4E844
3175,0x5237,U+530F,匏,0x4E884
3176,0x5238,U+5315,匕,0x4E8C4
3177,0x5239,U+531A,匚,0x4E904
3178,0x523A,U+5323,匣,0x4E944
3179,0x523B,U+532F,匯,0x4E984
3180,0x523C,U+5331,匱,0x4E9C4
3181,0x523D,U+5333,匳,0x4EA04
3182,0x523E,U+5338,匸,0x4EA44
3183,0x523F,U+5340,區,0x4EA84
3184,0x5240,U+5346,卆,0x4EAC4
3185,0x5241,U+5345,卅,0x4EB04
3186,0x5242,U+4E17,丗,0x4EB44
3187,0x5243,U+5349,卉,0x4EB84
3188,0x5244,U+534D,卍,0x4EBC4
3189,0x5245,U+51D6,凖,0x4EC04
3190,0x5246,U+535E,卞,0x4EC44
3191,0x5247,U+5369,卩,0x4EC84
3192,0x5248,U+536E,卮,0x4ECC4
3193,0x5249,U+5918,夘,0x4ED04
3194,0x524A,U+537B,卻,0x4ED44
3195,0x524B,U+5377,卷,0x4ED84
3196,0x524C,U+5382,厂,0x4EDC4
3197,0x524D,U+5396,厖,0x4EE04
3198,0x524E,U+53A0,厠,0x4EE44
3199,0x524F,U+53A6,厦,0x4EE84
3200,0x5250,U+53A5,厥,0x4EEC4
3201,0x5251,U+53AE,厮,0x4EF04
3202,0x5252,U+53B0,厰,0x4EF44
3203,0x5253,U+53B6,厶,0x4EF84
3204,0x5254,U+53C3,參,0x4EFC4
3205,0x5255,U+7C12,簒,0x4F004
3206,0x5256,U+96D9,雙,0x4F044
3207,0x5257,U+53DF,叟,0x4F084
3208,0x5258,U+66FC,曼,0x4F0C4
3209,0x5259,U+71EE,燮,0x4F104
3210,0x525A,U+53EE,叮,0x4F144
3211,0x525B,U+53E8,叨,0x4F184
3212,0x525C,U+53ED,叭,0x4F1C4
3213,0x525D,U+53FA,叺,0x4F204
3214,0x525E,U+5401,吁,0x4F244
3215,0x525F,U+543D,吽,0x4F284
3216,0x5260,U+5440,呀,0x4F2C4
3217,0x5261,U+542C,听,0x4F304
3218,0x5262,U+542D,吭,0x4F344
3219,0x5263,U+543C,吼,0x4F384
3220,0x5264,U+542E,吮,0x4F3C4
3221,0x5265,U+5436,吶,0x4F404
3222,0x5266,U+5429,吩,0x4F444
3223,0x5267,U+541D,吝,0x4F484
3224,0x5268,U+544E,呎,0x4F4C4
3225,0x5269,U+548F,咏,0x4F504
3226,0x526A,U+5475,呵,0x4F544
3227,0x526B,U+548E,咎,0x4F584
3228,0x526C,U+545F,呟,0x4F5C4
3229,0x526D,U+5471,呱,0x4F604
3230,0x526E,U+5477,呷,0x4F644
3231,0x526F,U+5470,呰,0x4F684
3232,0x5270,U+5492,咒,0x4F6C4
3233,0x5271,U+547B,呻,0x4F704
3234,0x5272,U+5480,咀,0x4F744
3235,0x5273,U+5476,呶,0x4F784
3236,0x5274,U+5484,咄,0x4F7C4
3237,0x5275,U+5490,咐,0x4F804
3238,0x5276,U+5486,咆,0x4F844
3239,0x5277,U+54C7,哇,0x4F884
3240,0x5278,U+54A2,咢,0x4F8C4
3241,0x5279,U+54B8,咸,0x4F904
3242,0x527A,U+54A5,咥,0x4F944
3243,0x527B,U+54AC,咬,0x4F984
3244,0x527C,U+54C4,哄,0x4F9C4
3245,0x527D,U+54C8,哈,0x4FA04
3246,0x527E,U+54A8,咨,0x4FA44
3247,0x5321,U+54AB,咫,0x4FA84
3248,0x5322,U+54C2,哂,0x4FAC4
3249,0x5323,U+54A4,咤,0x4FB04
3250,0x5324,U+54BE,咾,0x4FB44
3251,0x5325,U+54BC,咼,0x4FB84
3252,0x5326,U+54D8,哘,0x4FBC4
3253,0x5327,U+54E5,哥,0x4FC04
3254,0x5328,U+54E6,哦,0x4FC44
3255,0x5329,U+550F,唏,0x4FC84
3256,0x532A,U+5514,唔,0x4FCC4
3257,0x532B,U+54FD,哽,0x4FD04
3258,0x532C,U+54EE,哮,0x4FD44
3259,0x532D,U+54ED,哭,0x4FD84
3260,0x532E,U+54FA,哺,0x4FDC4
3261,0x532F,U+54E2,哢,0x4FE04
3262,0x5330,U+5539,唹,0x4FE44
3263,0x5331,U+5540,啀,0x4FE84
3264,0x5332,U+5563,啣,0x4FEC4
3265,0x5333,U+554C,啌,0x4FF04
3266,0x5334,U+552E,售,0x4FF44
3267,0x5335,U+555C,啜,0x4FF84
3268,0x5336,U+5545,啅,0x4FFC4
3269,0x5337,U+5556,啖,0x50004
3270,0x5338,U+5557,啗,0x50044
3271,0x5339,U+5538,唸,0x50084
3272,0x533A,U+5533,唳,0x500C4
3273,0x533B,U+555D,啝,0x50104
3274,0x533C,U+5599,喙,0x50144
3275,0x533D,U+5580,喀,0x50184
3276,0x533E,U+54AF,咯,0x501C4
3277,0x533F,U+558A,喊,0x50204
3278,0x5340,U+559F,喟,0x50244
3279,0x5341,U+557B,啻,0x50284
3280,0x5342,U+557E,啾,0x502C4
3281,0x5343,U+5598,喘,0x50304
3282,0x5344,U+559E,喞,0x50344
3283,0x5345,U+55AE,單,0x50384
3284,0x5346,U+557C,啼,0x503C4
3285,0x5347,U+5583,喃,0x50404
3286,0x5348,U+55A9,喩,0x50444
3287,0x5349,U+5587,喇,0x50484
3288,0x534A,U+55A8,喨,0x504C4
3289,0x534B,U+55DA,嗚,0x50504
3290,0x534C,U+55C5,嗅,0x50544
3291,0x534D,U+55DF,嗟,0x50584
3292,0x534E,U+55C4,嗄,0x505C4
3293,0x534F,U+55DC,嗜,0x50604
3294,0x5350,U+55E4,嗤,0x50644
3295,0x5351,U+55D4,嗔,0x50684
3296,0x5352,U+5614,嘔,0x506C4
3297,0x5353,U+55F7,嗷,0x50704
3298,0x5354,U+5616,嘖,0x50744
3299,0x5355,U+55FE,嗾,0x50784
3300,0x5356,U+55FD,嗽,0x507C4
3301,0x5357,U+561B,嘛,0x50804
3302,0x5358,U+55F9,嗹,0x50844
3303,0x5359,U+564E,噎,0x50884
3304,0x535A,U+5650,噐,0x508C4
3305,0x535B,U+71DF,營,0x50904
3306,0x535C,U+5634,嘴,0x50944
3307,0x535D,U+5636,嘶,0x50984
3308,0x535E,U+5632,嘲,0x509C4
3309,0x535F,U+5638,嘸,0x50A04
3310,0x5360,U+566B,噫,0x50A44
3311,0x5361,U+5664,噤,0x50A84
3312,0x5362,U+562F,嘯,0x50AC4
3313,0x5363,U+566C,噬,0x50B04
3314,0x5364,U+566A,噪,0x50B44
3315,0x5365,U+5686,嚆,0x50B84
3316,0x5366,U+5680,嚀,0x50BC4
3317,0x5367,U+568A,嚊,0x50C04
3318,0x5368,U+56A0,嚠,0x50C44
3319,0x5369,U+5694,嚔,0x50C84
3320,0x536A,U+568F,嚏,0x50CC4
3321,0x536B,U+56A5,嚥,0x50D04
3322,0x536C,U+56AE,嚮,0x50D44
3323,0x536D,U+56B6,嚶,0x50D84
3324,0x536E,U+56B4,嚴,0x50DC4
3325,0x536F,U+56C2,囂,0x50E04
3326,0x5370,U+56BC,嚼,0x50E44
3327,0x5371,U+56C1,囁,0x50E84
3328,0x5372,U+56C3,囃,0x50EC4
3329,0x5373,U+56C0,囀,0x50F04
3330,0x5374,U+56C8,囈,0x50F44
3331,0x5375,U+56CE,囎,0x50F84
3332,0x5376,U+56D1,囑,0x50FC4
3333,0x5377,U+56D3,囓,0x51004
3334,0x5378,U+56D7,囗,0x51044
3335,0x5379,U+56EE,囮,0x51084
3336,0x537A,U+56F9,囹,0x510C4
3337,0x537B,U+5700,圀,0x51104
3338,0x537C,U+56FF,囿,0x51144
3339,0x537D,U+5704,圄,0x51184
3340,0x537E,U+5709,圉,0x511C4
3341,0x5421,U+5708,圈,0x51204
3342,0x5422,U+570B,國,0x51244
3343,0x5423,U+570D,圍,0x51284
3344,0x5424,U+5713,圓,0x512C4
3345,0x5425,U+5718,團,0x51304
3346,0x5426,U+5716,圖,0x51344
3347,0x5427,U+55C7,嗇,0x51384
3348,0x5428,U+571C,圜,0x513C4
3349,0x5429,U+5726,圦,0x51404
3350,0x542A,U+5737,圷,0x51444
3351,0x542B,U+5738,圸,0x51484
3352,0x542C,U+574E,坎,0x514C4
3353,0x542D,U+573B,圻,0x51504
3354,0x542E,U+5740,址,0x51544
3355,0x542F,U+574F,坏,0x51584
3356,0x5430,U+5769,坩,0x515C4
3357,0x5431,U+57C0,埀,0x51604
3358,0x5432,U+5788,垈,0x51644
3359,0x5433,U+5761,坡,0x51684
3360,0x5434,U+577F,坿,0x516C4
3361,0x5435,U+5789,垉,0x51704
3362,0x5436,U+5793,垓,0x51744
3363,0x5437,U+57A0,垠,0x51784
3364,0x5438,U+57B3,垳,0x517C4
3365,0x5439,U+57A4,垤,0x51804
3366,0x543A,U+57AA,垪,0x51844
3367,0x543B,U+57B0,垰,0x51884
3368,0x543C,U+57C3,埃,0x518C4
3369,0x543D,U+57C6,埆,0x51904
3370,0x543E,U+57D4,埔,0x51944
3371,0x543F,U+57D2,埒,0x51984
3372,0x5440,U+57D3,埓,0x519C4
3373,0x5441,U+580A,堊,0x51A04
3374,0x5442,U+57D6,埖,0x51A44
3375,0x5443,U+57E3,埣,0x51A84
3376,0x5444,U+580B,堋,0x51AC4
3377,0x5445,U+5819,堙,0x51B04
3378,0x5446,U+581D,堝,0x51B44
3379,0x5447,U+5872,塲,0x51B84
3380,0x5448,U+5821,堡,0x51BC4
3381,0x5449,U+5862,塢,0x51C04
3382,0x544A,U+584B,塋,0x51C44
3383,0x544B,U+5870,塰,0x51C84
3384,0x544C,U+6BC0,毀,0x51CC4
3385,0x544D,U+5852,塒,0x51D04
3386,0x544E,U+583D,堽,0x51D44
3387,0x544F,U+5879,塹,0x51D84
3388,0x5450,U+5885,墅,0x51DC4
3389,0x5451,U+58B9,墹,0x51E04
3390,0x5452,U+589F,墟,0x51E44
3391,0x5453,U+58AB,墫,0x51E84
3392,0x5454,U+58BA,墺,0x51EC4
3393,0x5455,U+58DE,壞,0x51F04
3394,0x5456,U+58BB,墻,0x51F44
3395,0x5457,U+58B8,墸,0x51F84
3396,0x5458,U+58AE,墮,0x51FC4
3397,0x5459,U+58C5,壅,0x52004
3398,0x545A,U+58D3,壓,0x52044
3399,0x545B,U+58D1,壑,0x52084
3400,0x545C,U+58D7,壗,0x520C4
3401,0x545D,U+58D9,壙,0x52104
3402,0x545E,U+58D8,壘,0x52144
3403,0x545F,U+58E5,壥,0x52184
3404,0x5460,U+58DC,壜,0x521C4
3405,0x5461,U+58E4,壤,0x52204
3406,0x5462,U+58DF,壟,0x52244
3407,0x5463,U+58EF,壯,0x52284
3408,0x5464,U+58FA,壺,0x522C4
3409,0x5465,U+58F9,壹,0x52304
3410,0x5466,U+58FB,壻,0x52344
3411,0x5467,U+58FC,壼,0x52384
3412,0x5468,U+58FD,壽,0x523C4
3413,0x5469,U+5902,夂,0x52404
3414,0x546A,U+590A,夊,0x52444
3415,0x546B,U+5910,夐,0x52484
3416,0x546C,U+591B,夛,0x524C4
3417,0x546D,U+68A6,梦,0x52504
3418,0x546E,U+5925,夥,0x52544
3419,0x546F,U+592C,夬,0x52584
3420,0x5470,U+592D,夭,0x525C4
3421,0x5471,U+5932,夲,0x52604
3422,0x5472,U+5938,夸,0x52644
3423,0x5473,U+593E,夾,0x52684
3424,0x5474,U+7AD2,竒,0x526C4
3425,0x5475,U+5955,奕,0x52704
3426,0x5476,U+5950,奐,0x52744
3427,0x5477,U+594E,奎,0x52784
3428,0x5478,U+595A,奚,0x527C4
3429,0x5479,U+5958,奘,0x52804
3430,0x547A,U+5962,奢,0x52844
3431,0x547B,U+5960,奠,0x52884
3432,0x547C,U+5967,奧,0x528C4
3433,0x547D,U+596C,奬,0x52904
3434,0x547E,U+5969,奩,0x52944
3435,0x5521,U+5978,奸,0x52984
3436,0x5522,U+5981,妁,0x529C4
3437,0x5523,U+599D,妝,0x52A04
3438,0x5524,U+4F5E,佞,0x52A44
3439,0x5525,U+4FAB,侫,0x52A84
3440,0x5526,U+59A3,妣,0x52AC4
3441,0x5527,U+59B2,妲,0x52B04
3442,0x5528,U+59C6,姆,0x52B44
3443,0x5529,U+59E8,姨,0x52B84
3444,0x552A,U+59DC,姜,0x52BC4
3445,0x552B,U+598D,妍,0x52C04
3446,0x552C,U+59D9,姙,0x52C44
3447,0x552D,U+59DA,姚,0x52C84
3448,0x552E,U+5A25,娥,0x52CC4
3449,0x552F,U+5A1F,娟,0x52D04
3450,0x5530,U+5A11,娑,0x52D44
3451,0x5531,U+5A1C,娜,0x52D84
3452,0x5532,U+5A09,娉,0x52DC4
3453,0x5533,U+5A1A,娚,0x52E04
3454,0x5534,U+5A40,婀,0x52E44
3455,0x5535,U+5A6C,婬,0x52E84
3456,0x5536,U+5A49,婉,0x52EC4
3457,0x5537,U+5A35,娵,0x52F04
3458,0x5538,U+5A36,娶,0x52F44
3459,0x5539,U+5A62,婢,0x52F84
3460,0x553A,U+5A6A,婪,0x52FC4
3461,0x553B,U+5A9A,媚,0x53004
3462,0x553C,U+5ABC,媼,0x53044
3463,0x553D,U+5ABE,媾,0x53084
3464,0x553E,U+5ACB,嫋,0x530C4
3465,0x553F,U+5AC2,嫂,0x53104
3466,0x5540,U+5ABD,媽,0x53144
3467,0x5541,U+5AE3,嫣,0x53184
3468,0x5542,U+5AD7,嫗,0x531C4
3469,0x5543,U+5AE6,嫦,0x53204
3470,0x5544,U+5AE9,嫩,0x53244
3471,0x5545,U+5AD6,嫖,0x53284
3472,0x5546,U+5AFA,嫺,0x532C4
3473,0x5547,U+5AFB,嫻,0x53304
3474,0x5548,U+5B0C,嬌,0x53344
3475,0x5549,U+5B0B,嬋,0x53384
3476,0x554A,U+5B16,嬖,0x533C4
3477,0x554B,U+5B32,嬲,0x53404
3478,0x554C,U+5AD0,嫐,0x53444
3479,0x554D,U+5B2A,嬪,0x53484
3480,0x554E,U+5B36,嬶,0x534C4
3481,0x554F,U+5B3E,嬾,0x53504
3482,0x5550,U+5B43,孃,0x53544
3483,0x5551,U+5B45,孅,0x53584
3484,0x5552,U+5B40,孀,0x535C4
3485,0x5553,U+5B51,孑,0x53604
3486,0x5554,U+5B55,孕,0x53644
3487,0x5555,U+5B5A,孚,0x53684
3488,0x5556,U+5B5B,孛,0x536C4
3489,0x5557,U+5B65,孥,0x53704
3490,0x5558,U+5B69,孩,0x53744
3491,0x5559,U+5B70,孰,0x53784
3492,0x555A,U+5B73,孳,0x537C4
3493,0x555B,U+5B75,孵,0x53804
3494,0x555C,U+5B78,學,0x53844
3495,0x555D,U+6588,斈,0x53884
3496,0x555E,U+5B7A,孺,0x538C4
3497,0x555F,U+5B80,宀,0x53904
3498,0x5560,U+5B83,它,0x53944
3499,0x5561,U+5BA6,宦,0x53984
3500,0x5562,U+5BB8,宸,0x539C4
3501,0x5563,U+5BC3,寃,0x53A04
3502,0x5564,U+5BC7,寇,0x53A44
3503,0x5565,U+5BC9,寉,0x53A84
3504,0x5566,U+5BD4,寔,0x53AC4
3505,0x5567,U+5BD0,寐,0x53B04
3506,0x5568,U+5BE4,寤,0x53B44
3507,0x5569,U+5BE6,實,0x53B84
3508,0x556A,U+5BE2,寢,0x53BC4
3509,0x556B,U+5BDE,寞,0x53C04
3510,0x556C,U+5BE5,寥,0x53C44
3511,0x556D,U+5BEB,寫,0x53C84
3512,0x556E,U+5BF0,寰,0x53CC4
3513,0x556F,U+5BF6,寶,0x53D04
3514,0x5570,U+5BF3,寳,0x53D44
3515,0x5571,U+5C05,尅,0x53D84
3516,0x5572,U+5C07,將,0x53DC4
3517,0x5573,U+5C08,專,0x53E04
3518,0x5574,U+5C0D,對,0x53E44
3519,0x5575,U+5C13,尓,0x53E84
3520,0x5576,U+5C20,尠,0x53EC4
3521,0x5577,U+5C22,尢,0x53F04
3522,0x5578,U+5C28,尨,0x53F44
3523,0x5579,U+5C38,尸,0x53F84
3524,0x557A,U+5C39,尹,0x53FC4
3525,0x557B,U+5C41,屁,0x54004
3526,0x557C,U+5C46,屆,0x54044
3527,0x557D,U+5C4E,屎,0x54084
3528,0x557E,U+5C53,屓,0x540C4
3529,0x5621,U+5C50,屐,0x54104
3530,0x5622,U+5C4F,屏,0x54144
3531,0x5623,U+5B71,孱,0x54184
3532,0x5624,U+5C6C,屬,0x541C4
3533,0x5625,U+5C6E,屮,0x54204
3534,0x5626,U+4E62,乢,0x54244
3535,0x5627,U+5C76,屶,0x54284
3536,0x5628,U+5C79,屹,0x542C4
3537,0x5629,U+5C8C,岌,0x54304
3538,0x562A,U+5C91,岑,0x54344
3539,0x562B,U+5C94,岔,0x54384
3540,0x562C,U+599B,妛,0x543C4
3541,0x562D,U+5CAB,岫,0x54404
3542,0x562E,U+5CBB,岻,0x54444
3543,0x562F,U+5CB6,岶,0x54484
3544,0x5630,U+5CBC,岼,0x544C4
3545,0x5631,U+5CB7,岷,0x54504
3546,0x5632,U+5CC5,峅,0x54544
3547,0x5633,U+5CBE,岾,0x54584
3548,0x5634,U+5CC7,峇,0x545C4
3549,0x5635,U+5CD9,峙,0x54604
3550,0x5636,U+5CE9,峩,0x54644
3551,0x5637,U+5CFD,峽,0x54684
3552,0x5638,U+5CFA,峺,0x546C4
3553,0x5639,U+5CED,峭,0x54704
3554,0x563A,U+5D8C,嶌,0x54744
3555,0x563B,U+5CEA,峪,0x54784
3556,0x563C,U+5D0B,崋,0x547C4
3557,0x563D,U+5D15,崕,0x54804
3558,0x563E,U+5D17,崗,0x54844
3559,0x563F,U+5D5C,嵜,0x54884
3560,0x5640,U+5D1F,崟,0x548C4
3561,0x5641,U+5D1B,崛,0x54904
3562,0x5642,U+5D11,崑,0x54944
3563,0x5643,U+5D14,崔,0x54984
3564,0x5644,U+5D22,崢,0x549C4
3565,0x5645,U+5D1A,崚,0x54A04
3566,0x5646,U+5D19,崙,0x54A44
3567,0x5647,U+5D18,崘,0x54A84
3568,0x5648,U+5D4C,嵌,0x54AC4
3569,0x5649,U+5D52,嵒,0x54B04
3570,0x564A,U+5D4E,嵎,0x54B44
3571,0x564B,U+5D4B,嵋,0x54B84
3572,0x564C,U+5D6C,嵬,0x54BC4
3573,0x564D,U+5D73,嵳,0x54C04
3574,0x564E,U+5D76,嵶,0x54C44
3575,0x564F,U+5D87,嶇,0x54C84
3576,0x5650,U+5D84,嶄,0x54CC4
3577,0x5651,U+5D82,嶂,0x54D04
3578,0x5652,U+5DA2,嶢,0x54D44
3579,0x5653,U+5D9D,嶝,0x54D84
3580,0x5654,U+5DAC,嶬,0x54DC4
3581,0x5655,U+5DAE,嶮,0x54E04
3582,0x5656,U+5DBD,嶽,0x54E44
3583,0x5657,U+5D90,嶐,0x54E84
3584,0x5658,U+5DB7,嶷,0x54EC4
3585,0x5659,U+5DBC,嶼,0x54F04
3586,0x565A,U+5DC9,巉,0x54F44
3587,0x565B,U+5DCD,巍,0x54F84
3588,0x565C,U+5DD3,巓,0x54FC4
3589,0x565D,U+5DD2,巒,0x55004
3590,0x565E,U+5DD6,巖,0x55044
3591,0x565F,U+5DDB,巛,0x55084
3592,0x5660,U+5DEB,巫,0x550C4
3593,0x5661,U+5DF2,已,0x55104
3594,0x5662,U+5DF5,巵,0x55144
3595,0x5663,U+5E0B,帋,0x55184
3596,0x5664,U+5E1A,帚,0x551C4
3597,0x5665,U+5E19,帙,0x55204
3598,0x5666,U+5E11,帑,0x55244
3599,0x5667,U+5E1B,帛,0x55284
3600,0x5668,U+5E36,帶,0x552C4
3601,0x5669,U+5E37,帷,0x55304
3602,0x566A,U+5E44,幄,0x55344
3603,0x566B,U+5E43,幃,0x55384
3604,0x566C,U+5E40,幀,0x553C4
3605,0x566D,U+5E4E,幎,0x55404
3606,0x566E,U+5E57,幗,0x55444
3607,0x566F,U+5E54,幔,0x55484
3608,0x5670,U+5E5F,幟,0x554C4
3609,0x5671,U+5E62,幢,0x55504
3610,0x5672,U+5E64,幤,0x55544
3611,0x5673,U+5E47,幇,0x55584
3612,0x5674,U+5E75,幵,0x555C4
3613,0x5675,U+5E76,并,0x55604
3614,0x5676,U+5E7A,幺,0x55644
3615,0x5677,U+9EBC,麼,0x55684
3616,0x5678,U+5E7F,广,0x556C4
3617,0x5679,U+5EA0,庠,0x55704
3618,0x567A,U+5EC1,廁,0x55744
3619,0x567B,U+5EC2,廂,0x55784
3620,0x567C,U+5EC8,廈,0x557C4
3621,0x567D,U+5ED0,廐,0x55804
3622,0x567E,U+5ECF,廏,0x55844
3623,0x5721,U+5ED6,廖,0x55884
3624,0x5722,U+5EE3,廣,0x558C4
3625,0x5723,U+5EDD,廝,0x55904
3626,0x5724,U+5EDA,廚,0x55944
3627,0x5725,U+5EDB,廛,0x55984
3628,0x5726,U+5EE2,廢,0x559C4
3629,0x5727,U+5EE1,廡,0x55A04
3630,0x5728,U+5EE8,廨,0x55A44
3631,0x5729,U+5EE9,廩,0x55A84
3632,0x572A,U+5EEC,廬,0x55AC4
3633,0x572B,U+5EF1,廱,0x55B04
3634,0x572C,U+5EF3,廳,0x55B44
3635,0x572D,U+5EF0,廰,0x55B84
3636,0x572E,U+5EF4,廴,0x55BC4
3637,0x572F,U+5EF8,廸,0x55C04
3638,0x5730,U+5EFE,廾,0x55C44
3639,0x5731,U+5F03,弃,0x55C84
3640,0x5732,U+5F09,弉,0x55CC4
3641,0x5733,U+5F5D,彝,0x55D04
3642,0x5734,U+5F5C,彜,0x55D44
3643,0x5735,U+5F0B,弋,0x55D84
3644,0x5736,U+5F11,弑,0x55DC4
3645,0x5737,U+5F16,弖,0x55E04
3646,0x5738,U+5F29,弩,0x55E44
3647,0x5739,U+5F2D,弭,0x55E84
3648,0x573A,U+5F38,弸,0x55EC4
3649,0x573B,U+5F41,彁,0x55F04
3650,0x573C,U+5F48,彈,0x55F44
3651,0x573D,U+5F4C,彌,0x55F84
3652,0x573E,U+5F4E,彎,0x55FC4
3653,0x573F,U+5F2F,弯,0x56004
3654,0x5740,U+5F51,彑,0x56044
3655,0x5741,U+5F56,彖,0x56084
3656,0x5742,U+5F57,彗,0x560C4
3657,0x5743,U+5F59,彙,0x56104
3658,0x5744,U+5F61,彡,0x56144
3659,0x5745,U+5F6D,彭,0x56184
3660,0x5746,U+5F73,彳,0x561C4
3661,0x5747,U+5F77,彷,0x56204
3662,0x5748,U+5F83,徃,0x56244
3663,0x5749,U+5F82,徂,0x56284
3664,0x574A,U+5F7F,彿,0x562C4
3665,0x574B,U+5F8A,徊,0x56304
3666,0x574C,U+5F88,很,0x56344
3667,0x574D,U+5F91,徑,0x56384
3668,0x574E,U+5F87,徇,0x563C4
3669,0x574F,U+5F9E,從,0x56404
3670,0x5750,U+5F99,徙,0x56444
3671,0x5751,U+5F98,徘,0x56484
3672,0x5752,U+5FA0,徠,0x564C4
3673,0x5753,U+5FA8,徨,0x56504
3674,0x5754,U+5FAD,徭,0x56544
3675,0x5755,U+5FBC,徼,0x56584
3676,0x5756,U+5FD6,忖,0x565C4
3677,0x5757,U+5FFB,忻,0x56604
3678,0x5758,U+5FE4,忤,0x56644
3679,0x5759,U+5FF8,忸,0x56684
3680,0x575A,U+5FF1,忱,0x566C4
3681,0x575B,U+5FDD,忝,0x56704
3682,0x575C,U+60B3,悳,0x56744
3683,0x575D,U+5FFF,忿,0x56784
3684,0x575E,U+6021,怡,0x567C4
3685,0x575F,U+6060,恠,0x56804
3686,0x5760,U+6019,怙,0x56844
3687,0x5761,U+6010,怐,0x56884
3688,0x5762,U+6029,怩,0x568C4
3689,0x5763,U+600E,怎,0x56904
3690,0x5764,U+6031,怱,0x56944
3691,0x5765,U+601B,怛,0x56984
3692,0x5766,U+6015,怕,0x569C4
3693,0x5767,U+602B,怫,0x56A04
3694,0x5768,U+6026,怦,0x56A44
3695,0x5769,U+600F,怏,0x56A84
3696,0x576A,U+603A,怺,0x56AC4
3697,0x576B,U+605A,恚,0x56B04
3698,0x576C,U+6041,恁,0x56B44
3699,0x576D,U+606A,恪,0x56B84
3700,0x576E,U+6077,恷,0x56BC4
3701,0x576F,U+605F,恟,0x56C04
3702,0x5770,U+604A,恊,0x56C44
3703,0x5771,U+6046,恆,0x56C84
3704,0x5772,U+604D,恍,0x56CC4
3705,0x5773,U+6063,恣,0x56D04
3706,0x5774,U+6043,恃,0x56D44
3707,0x5775,U+6064,恤,0x56D84
3708,0x5776,U+6042,恂,0x56DC4
3709,0x5777,U+606C,恬,0x56E04
3710,0x5778,U+606B,恫,0x56E44
3711,0x5779,U+6059,恙,0x56E84
