tile_index,jis_code,unicode,character,file_offset
1515,0x402C,U+5F81,征,0x34984
1516,0x402D,U+6027,性,0x349C4
1517,0x402E,U+6210,成,0x34A04
1518,0x402F,U+653F,政,0x34A44
1519,0x4030,U+6574,整,0x34A84
1520,0x4031,U+661F,星,0x34AC4
1521,0x4032,U+6674,晴,0x34B04
1522,0x4033,U+68F2,棲,0x34B44
1523,0x4034,U+6816,栖,0x34B84
1524,0x4035,U+6B63,正,0x34BC4
1525,0x4036,U+6E05,清,0x34C04
1526,0x4037,U+7272,牲,0x34C44
1527,0x4038,U+751F,生,0x34C84
1528,0x4039,U+76DB,盛,0x34CC4
1529,0x403A,U+7CBE,精,0x34D04
1530,0x403B,U+8056,聖,0x34D44
1531,0x403C,U+58F0,声,0x34D84
1532,0x403D,U+88FD,製,0x34DC4
1533,0x403E,U+897F,西,0x34E04
1534,0x403F,U+8AA0,誠,0x34E44
1535,0x4040,U+8A93,誓,0x34E84
1536,0x4041,U+8ACB,請,0x34EC4
1537,0x4042,U+901D,逝,0x34F04
1538,0x4043,U+9192,醒,0x34F44
1539,0x4044,U+9752,青,0x34F84
1540,0x4045,U+9759,静,0x34FC4
1541,0x4046,U+6589,斉,0x35004
1542,0x4047,U+7A0E,税,0x35044
1543,0x4048,U+8106,脆,0x35084
1544,0x4049,U+96BB,隻,0x350C4
1545,0x404A,U+5E2D,席,0x35104
1546,0x404B,U+60DC,惜,0x35144
1547,0x404C,U+621A,戚,0x35184
1548,0x404D,U+65A5,斥,0x351C4
1549,0x404E,U+6614,昔,0x35204
1550,0x404F,U+6790,析,0x35244
1551,0x4050,U+77F3,石,0x35284
1552,0x4051,U+7A4D,積,0x352C4
1553,0x4052,U+7C4D,籍,0x35304
1554,0x4053,U+7E3E,績,0x35344
1555,0x4054,U+810A,脊,0x35384
1556,0x4055,U+8CAC,責,0x353C4
1557,0x4056,U+8D64,赤,0x35404
1558,0x4057,U+8DE1,跡,0x35444
1559,0x4058,U+8E5F,蹟,0x35484
1560,0x4059,U+78A9,碩,0x354C4
1561,0x405A,U+5207,切,0x35504
1562,0x405B,U+62D9,拙,0x35544
1563,0x405C,U+63A5,接,0x35584
1564,0x405D,U+6442,摂,0x355C4
1565,0x405E,U+6298,折,0x35604
1566,0x405F,U+8A2D,設,0x35644
1567,0x4060,U+7A83,窃,0x35684
1568,0x4061,U+7BC0,節,0x356C4
1569,0x4062,U+8AAC,説,0x35704
1570,0x4063,U+96EA,雪,0x35744
1571,0x4064,U+7D76,絶,0x35784
1572,0x4065,U+820C,舌,0x357C4
1573,0x4066,U+8749,蝉,0x35804
1574,0x4067,U+4ED9,仙,0x35844
1575,0x4068,U+5148,先,0x35884
1576,0x4069,U+5343,千,0x358C4
1577,0x406A,U+5360,占,0x35904
1578,0x406B,U+5BA3,宣,0x35944
1579,0x406C,U+5C02,専,0x35984
1580,0x406D,U+5C16,尖,0x359C4
1581,0x406E,U+5DDD,川,0x35A04
1582,0x406F,U+6226,戦,0x35A44
1583,0x4070,U+6247,扇,0x35A84
1584,0x4071,U+64B0,撰,0x35AC4
1585,0x4072,U+6813,栓,0x35B04
1586,0x4073,U+6834,栴,0x35B44
1587,0x4074,U+6CC9,泉,0x35B84
1588,0x4075,U+6D45,浅,0x35BC4
1589,0x4076,U+6D17,洗,0x35C04
1590,0x4077,U+67D3,染,0x35C44
1591,0x4078,U+6F5C,潜,0x35C84
1592,0x4079,U+714E,煎,0x35CC4
1593,0x407A,U+717D,煽,0x35D04
1594,0x407B,U+65CB,旋,0x35D44
1595,0x407C,U+7A7F,穿,0x35D84
1596,0x407D,U+7BAD,箭,0x35DC4
1597,0x407E,U+7DDA,線,0x35E04
1598,0x4121,U+7E4A,繊,0x35E44
1599,0x4122,U+7FA8,羨,0x35E84
1600,0x4123,U+817A,腺,0x35EC4
1601,0x4124,U+821B,舛,0x35F04
1602,0x4125,U+8239,船,0x35F44
1603,0x4126,U+85A6,薦,0x35F84
1604,0x4127,U+8A6E,詮,0x35FC4
1605,0x4128,U+8CCE,賎,0x36004
1606,0x4129,U+8DF5,践,0x36044
1607,0x412A,U+9078,選,0x36084
1608,0x412B,U+9077,遷,0x360C4
1609,0x412C,U+92AD,銭,0x36104
1610,0x412D,U+9291,銑,0x36144
1611,0x412E,U+9583,閃,0x36184
1612,0x412F,U+9BAE,鮮,0x361C4
1613,0x4130,U+524D,前,0x36204
1614,0x4131,U+5584,善,0x36244
1615,0x4132,U+6F38,漸,0x36284
1616,0x4133,U+7136,然,0x362C4
1617,0x4134,U+5168,全,0x36304
1618,0x4135,U+7985,禅,0x36344
1619,0x4136,U+7E55,繕,0x36384
1620,0x4137,U+81B3,膳,0x363C4
1621,0x4138,U+7CCE,糎,0x36404
1622,0x4139,U+564C,噌,0x36444
1623,0x413A,U+5851,塑,0x36484
1624,0x413B,U+5CA8,岨,0x364C4
1625,0x413C,U+63AA,措,0x36504
1626,0x413D,U+66FE,曾,0x36544
1627,0x413E,U+66FD,曽,0x36584
1628,0x413F,U+695A,楚,0x365C4
1629,0x4140,U+72D9,狙,0x36604
1630,0x4141,U+758F,疏,0x36644
1631,0x4142,U+758E,疎,0x36684
1632,0x4143,U+790E,礎,0x366C4
1633,0x4144,U+7956,祖,0x36704
1634,0x4145,U+79DF,租,0x36744
1635,0x4146,U+7C97,粗,0x36784
1636,0x4147,U+7D20,素,0x367C4
1637,0x4148,U+7D44,組,0x36804
1638,0x4149,U+8607,蘇,0x36844
1639,0x414A,U+8A34,訴,0x36884
1640,0x414B,U+963B,阻,0x368C4
1641,0x414C,U+9061,遡,0x36904
1642,0x414D,U+9F20,鼠,0x36944
1643,0x414E,U+50E7,僧,0x36984
1644,0x414F,U+5275,創,0x369C4
1645,0x4150,U+53CC,双,0x36A04
1646,0x4151,U+53E2,叢,0x36A44
1647,0x4152,U+5009,倉,0x36A84
1648,0x4153,U+55AA,喪,0x36AC4
1649,0x4154,U+58EE,壮,0x36B04
1650,0x4155,U+594F,奏,0x36B44
1651,0x4156,U+723D,爽,0x36B84
1652,0x4157,U+5B8B,宋,0x36BC4
1653,0x4158,U+5C64,層,0x36C04
1654,0x4159,U+531D,匝,0x36C44
1655,0x415A,U+60E3,惣,0x36C84
1656,0x415B,U+60F3,想,0x36CC4
1657,0x415C,U+635C,捜,0x36D04
1658,0x415D,U+6383,掃,0x36D44
1659,0x415E,U+633F,挿,0x36D84
1660,0x415F,U+63BB,掻,0x36DC4
1661,0x4160,U+64CD,操,0x36E04
1662,0x4161,U+65E9,早,0x36E44
1663,0x4162,U+66F9,曹,0x36E84
1664,0x4163,U+5DE3,巣,0x36EC4
1665,0x4164,U+69CD,槍,0x36F04
1666,0x4165,U+69FD,槽,0x36F44
1667,0x4166,U+6F15,漕,0x36F84
1668,0x4167,U+71E5,燥,0x36FC4
1669,0x4168,U+4E89,争,0x37004
1670,0x4169,U+75E9,痩,0x37044
1671,0x416A,U+76F8,相,0x37084
1672,0x416B,U+7A93,窓,0x370C4
1673,0x416C,U+7CDF,糟,0x37104
1674,0x416D,U+7DCF,総,0x37144
1675,0x416E,U+7D9C,綜,0x37184
1676,0x416F,U+8061,聡,0x371C4
1677,0x4170,U+8349,草,0x37204
1678,0x4171,U+8358,荘,0x37244
1679,0x4172,U+846C,葬,0x37284
1680,0x4173,U+84BC,蒼,0x372C4
1681,0x4174,U+85FB,藻,0x37304
1682,0x4175,U+88C5,装,0x37344
1683,0x4176,U+8D70,走,0x37384
1684,0x4177,U+9001,送,0x373C4
1685,0x4178,U+906D,遭,0x37404
1686,0x4179,U+9397,鎗,0x37444
1687,0x417A,U+971C,霜,0x37484
1688,0x417B,U+9A12,騒,0x374C4
1689,0x417C,U+50CF,像,0x37504
1690,0x417D,U+5897,増,0x37544
1691,0x417E,U+618E,憎,0x37584
1692,0x4221,U+81D3,臓,0x375C4
1693,0x4222,U+8535,蔵,0x37604
1694,0x4223,U+8D08,贈,0x37644
1695,0x4224,U+9020,造,0x37684
1696,0x4225,U+4FC3,促,0x376C4
1697,0x4226,U+5074,側,0x37704
1698,0x4227,U+5247,則,0x37744
1699,0x4228,U+5373,即,0x37784
1700,0x4229,U+606F,息,0x377C4
1701,0x422A,U+6349,捉,0x37804
1702,0x422B,U+675F,束,0x37844
1703,0x422C,U+6E2C,測,0x37884
1704,0x422D,U+8DB3,足,0x378C4
1705,0x422E,U+901F,速,0x37904
1706,0x422F,U+4FD7,俗,0x37944
1707,0x4230,U+5C5E,属,0x37984
1708,0x4231,U+8CCA,賊,0x379C4
1709,0x4232,U+65CF,族,0x37A04
1710,0x4233,U+7D9A,続,0x37A44
1711,0x4234,U+5352,卒,0x37A84
1712,0x4235,U+8896,袖,0x37AC4
1713,0x4236,U+5176,其,0x37B04
1714,0x4237,U+63C3,揃,0x37B44
1715,0x4238,U+5B58,存,0x37B84
1716,0x4239,U+5B6B,孫,0x37BC4
1717,0x423A,U+5C0A,尊,0x37C04
1718,0x423B,U+640D,損,0x37C44
1719,0x423C,U+6751,村,0x37C84
1720,0x423D,U+905C,遜,0x37CC4
1721,0x423E,U+4ED6,他,0x37D04
1722,0x423F,U+591A,多,0x37D44
1723,0x4240,U+592A,太,0x37D84
1724,0x4241,U+6C70,汰,0x37DC4
1725,0x4242,U+8A51,詑,0x37E04
1726,0x4243,U+553E,唾,0x37E44
1727,0x4244,U+5815,堕,0x37E84
1728,0x4245,U+59A5,妥,0x37EC4
1729,0x4246,U+60F0,惰,0x37F04
1730,0x4247,U+6253,打,0x37F44
1731,0x4248,U+67C1,柁,0x37F84
1732,0x4249,U+8235,舵,0x37FC4
1733,0x424A,U+6955,楕,0x38004
1734,0x424B,U+9640,陀,0x38044
1735,0x424C,U+99C4,駄,0x38084
1736,0x424D,U+9A28,騨,0x380C4
1737,0x424E,U+4F53,体,0x38104
1738,0x424F,U+5806,堆,0x38144
1739,0x4250,U+5BFE,対,0x38184
1740,0x4251,U+8010,耐,0x381C4
1741,0x4252,U+5CB1,岱,0x38204
1742,0x4253,U+5E2F,帯,0x38244
1743,0x4254,U+5F85,待,0x38284
1744,0x4255,U+6020,怠,0x382C4
1745,0x4256,U+614B,態,0x38304
1746,0x4257,U+6234,戴,0x38344
1747,0x4258,U+66FF,替,0x38384
1748,0x4259,U+6CF0,泰,0x383C4
1749,0x425A,U+6EDE,滞,0x38404
1750,0x425B,U+80CE,胎,0x38444
1751,0x425C,U+817F,腿,0x38484
1752,0x425D,U+82D4,苔,0x384C4
1753,0x425E,U+888B,袋,0x38504
1754,0x425F,U+8CB8,貸,0x38544
1755,0x4260,U+9000,退,0x38584
1756,0x4261,U+902E,逮,0x385C4
1757,0x4262,U+968A,隊,0x38604
1758,0x4263,U+9EDB,黛,0x38644
1759,0x4264,U+9BDB,鯛,0x38684
1760,0x4265,U+4EE3,代,0x386C4
1761,0x4266,U+53F0,台,0x38704
1762,0x4267,U+5927,大,0x38744
1763,0x4268,U+7B2C,第,0x38784
1764,0x4269,U+918D,醍,0x387C4
1765,0x426A,U+984C,題,0x38804
1766,0x426B,U+9DF9,鷹,0x38844
1767,0x426C,U+6EDD,滝,0x38884
1768,0x426D,U+7027,瀧,0x388C4
1769,0x426E,U+5353,卓,0x38904
1770,0x426F,U+5544,啄,0x38944
1771,0x4270,U+5B85,宅,0x38984
1772,0x4271,U+6258,托,0x389C4
1773,0x4272,U+629E,択,0x38A04
1774,0x4273,U+62D3,拓,0x38A44
1775,0x4274,U+6CA2,沢,0x38A84
1776,0x4275,U+6FEF,濯,0x38AC4
1777,0x4276,U+7422,琢,0x38B04
1778,0x4277,U+8A17,託,0x38B44
1779,0x4278,U+9438,鐸,0x38B84
1780,0x4279,U+6FC1,濁,0x38BC4
1781,0x427A,U+8AFE,諾,0x38C04
1782,0x427B,U+8338,茸,0x38C44
1783,0x427C,U+51E7,凧,0x38C84
1784,0x427D,U+86F8,蛸,0x38CC4
1785,0x427E,U+53EA,只,0x38D04
1786,0x4321,U+53E9,叩,0x38D44
1787,0x4322,U+4F46,但,0x38D84
1788,0x4323,U+9054,達,0x38DC4
1789,0x4324,U+8FB0,辰,0x38E04
1790,0x4325,U+596A,奪,0x38E44
1791,0x4326,U+8131,脱,0x38E84
1792,0x4327,U+5DFD,巽,0x38EC4
1793,0x4328,U+7AEA,竪,0x38F04
1794,0x4329,U+8FBF,辿,0x38F44
1795,0x432A,U+68DA,棚,0x38F84
1796,0x432B,U+8C37,谷,0x38FC4
1797,0x432C,U+72F8,狸,0x39004
1798,0x432D,U+9C48,鱈,0x39044
1799,0x432E,U+6A3D,樽,0x39084
1800,0x432F,U+8AB0,誰,0x390C4
1801,0x4330,U+4E39,丹,0x39104
1802,0x4331,U+5358,単,0x39144
1803,0x4332,U+5606,嘆,0x39184
1804,0x4333,U+5766,坦,0x391C4
1805,0x4334,U+62C5,担,0x39204
1806,0x4335,U+63A2,探,0x39244
1807,0x4336,U+65E6,旦,0x39284
1808,0x4337,U+6B4E,歎,0x392C4
1809,0x4338,U+6DE1,淡,0x39304
1810,0x4339,U+6E5B,湛,0x39344
1811,0x433A,U+70AD,炭,0x39384
1812,0x433B,U+77ED,短,0x393C4
1813,0x433C,U+7AEF,端,0x39404
1814,0x433D,U+7BAA,箪,0x39444
1815,0x433E,U+7DBB,綻,0x39484
1816,0x433F,U+803D,耽,0x394C4
1817,0x4340,U+80C6,胆,0x39504
1818,0x4341,U+86CB,蛋,0x39544
1819,0x4342,U+8A95,誕,0x39584
1820,0x4343,U+935B,鍛,0x395C4
1821,0x4344,U+56E3,団,0x39604
1822,0x4345,U+58C7,壇,0x39644
1823,0x4346,U+5F3E,弾,0x39684
1824,0x4347,U+65AD,断,0x396C4
1825,0x4348,U+6696,暖,0x39704
1826,0x4349,U+6A80,檀,0x39744
1827,0x434A,U+6BB5,段,0x39784
1828,0x434B,U+7537,男,0x397C4
1829,0x434C,U+8AC7,談,0x39804
1830,0x434D,U+5024,値,0x39844
1831,0x434E,U+77E5,知,0x39884
1832,0x434F,U+5730,地,0x398C4
1833,0x4350,U+5F1B,弛,0x39904
1834,0x4351,U+6065,恥,0x39944
1835,0x4352,U+667A,智,0x39984
1836,0x4353,U+6C60,池,0x399C4
1837,0x4354,U+75F4,痴,0x39A04
1838,0x4355,U+7A1A,稚,0x39A44
1839,0x4356,U+7F6E,置,0x39A84
1840,0x4357,U+81F4,致,0x39AC4
1841,0x4358,U+8718,蜘,0x39B04
1842,0x4359,U+9045,遅,0x39B44
1843,0x435A,U+99B3,馳,0x39B84
1844,0x435B,U+7BC9,築,0x39BC4
1845,0x435C,U+755C,畜,0x39C04
1846,0x435D,U+7AF9,竹,0x39C44
1847,0x435E,U+7B51,筑,0x39C84
1848,0x435F,U+84C4,蓄,0x39CC4
1849,0x4360,U+9010,逐,0x39D04
1850,0x4361,U+79E9,秩,0x39D44
1851,0x4362,U+7A92,窒,0x39D84
1852,0x4363,U+8336,茶,0x39DC4
1853,0x4364,U+5AE1,嫡,0x39E04
1854,0x4365,U+7740,着,0x39E44
1855,0x4366,U+4E2D,中,0x39E84
1856,0x4367,U+4EF2,仲,0x39EC4
1857,0x4368,U+5B99,宙,0x39F04
1858,0x4369,U+5FE0,忠,0x39F44
1859,0x436A,U+62BD,抽,0x39F84
1860,0x436B,U+663C,昼,0x39FC4
1861,0x436C,U+67F1,柱,0x3A004
1862,0x436D,U+6CE8,注,0x3A044
1863,0x436E,U+866B,虫,0x3A084
1864,0x436F,U+8877,衷,0x3A0C4
1865,0x4370,U+8A3B,註,0x3A104
1866,0x4371,U+914E,酎,0x3A144
1867,0x4372,U+92F3,鋳,0x3A184
1868,0x4373,U+99D0,駐,0x3A1C4
1869,0x4374,U+6A17,樗,0x3A204
1870,0x4375,U+7026,瀦,0x3A244
1871,0x4376,U+732A,猪,0x3A284
1872,0x4377,U+82E7,苧,0x3A2C4
1873,0x4378,U+8457,著,0x3A304
1874,0x4379,U+8CAF,貯,0x3A344
1875,0x437A,U+4E01,丁,0x3A384
1876,0x437B,U+5146,兆,0x3A3C4
1877,0x437C,U+51CB,凋,0x3A404
1878,0x437D,U+558B,喋,0x3A444
1879,0x437E,U+5BF5,寵,0x3A484
1880,0x4421,U+5E16,帖,0x3A4C4
1881,0x4422,U+5E33,帳,0x3A504
1882,0x4423,U+5E81,庁,0x3A544
1883,0x4424,U+5F14,弔,0x3A584
1884,0x4425,U+5F35,張,0x3A5C4
1885,0x4426,U+5F6B,彫,0x3A604
1886,0x4427,U+5FB4,徴,0x3A644
1887,0x4428,U+61F2,懲,0x3A684
1888,0x4429,U+6311,挑,0x3A6C4
1889,0x442A,U+66A2,暢,0x3A704
1890,0x442B,U+671D,朝,0x3A744
1891,0x442C,U+6F6E,潮,0x3A784
1892,0x442D,U+7252,牒,0x3A7C4
1893,0x442E,U+753A,町,0x3A804
1894,0x442F,U+773A,眺,0x3A844
1895,0x4430,U+8074,聴,0x3A884
1896,0x4431,U+8139,脹,0x3A8C4
1897,0x4432,U+8178,腸,0x3A904
1898,0x4433,U+8776,蝶,0x3A944
1899,0x4434,U+8ABF,調,0x3A984
1900,0x4435,U+8ADC,諜,0x3A9C4
1901,0x4436,U+8D85,超,0x3AA04
1902,0x4437,U+8DF3,跳,0x3AA44
1903,0x4438,U+929A,銚,0x3AA84
1904,0x4439,U+9577,長,0x3AAC4
1905,0x443A,U+9802,頂,0x3AB04
1906,0x443B,U+9CE5,鳥,0x3AB44
1907,0x443C,U+52C5,勅,0x3AB84
1908,0x443D,U+6357,捗,0x3ABC4
1909,0x443E,U+76F4,直,0x3AC04
1910,0x443F,U+6715,朕,0x3AC44
1911,0x4440,U+6C88,沈,0x3AC84
1912,0x4441,U+73CD,珍,0x3ACC4
1913,0x4442,U+8CC3,賃,0x3AD04
1914,0x4443,U+93AE,鎮,0x3AD44
1915,0x4444,U+9673,陳,0x3AD84
1916,0x4445,U+6D25,津,0x3ADC4
1917,0x4446,U+589C,墜,0x3AE04
1918,0x4447,U+690E,椎,0x3AE44
1919,0x4448,U+69CC,槌,0x3AE84
1920,0x4449,U+8FFD,追,0x3AEC4
1921,0x444A,U+939A,鎚,0x3AF04
1922,0x444B,U+75DB,痛,0x3AF44
1923,0x444C,U+901A,通,0x3AF84
1924,0x444D,U+585A,塚,0x3AFC4
1925,0x444E,U+6802,栂,0x3B004
1926,0x444F,U+63B4,掴,0x3B044
1927,0x4450,U+69FB,槻,0x3B084
1928,0x4451,U+4F43,佃,0x3B0C4
1929,0x4452,U+6F2C,漬,0x3B104
1930,0x4453,U+67D8,柘,0x3B144
1931,0x4454,U+8FBB,辻,0x3B184
1932,0x4455,U+8526,蔦,0x3B1C4
1933,0x4456,U+7DB4,綴,0x3B204
1934,0x4457,U+9354,鍔,0x3B244
1935,0x4458,U+693F,椿,0x3B284
1936,0x4459,U+6F70,潰,0x3B2C4
1937,0x445A,U+576A,坪,0x3B304
1938,0x445B,U+58F7,壷,0x3B344
1939,0x445C,U+5B2C,嬬,0x3B384
1940,0x445D,U+7D2C,紬,0x3B3C4
1941,0x445E,U+722A,爪,0x3B404
1942,0x445F,U+540A,吊,0x3B444
1943,0x4460,U+91E3,釣,0x3B484
1944,0x4461,U+9DB4,鶴,0x3B4C4
1945,0x4462,U+4EAD,亭,0x3B504
1946,0x4463,U+4F4E,低,0x3B544
1947,0x4464,U+505C,停,0x3B584
1948,0x4465,U+5075,偵,0x3B5C4
1949,0x4466,U+5243,剃,0x3B604
1950,0x4467,U+8C9E,貞,0x3B644
1951,0x4468,U+5448,呈,0x3B684
1952,0x4469,U+5824,堤,0x3B6C4
1953,0x446A,U+5B9A,定,0x3B704
1954,0x446B,U+5E1D,帝,0x3B744
1955,0x446C,U+5E95,底,0x3B784
1956,0x446D,U+5EAD,庭,0x3B7C4
1957,0x446E,U+5EF7,廷,0x3B804
1958,0x446F,U+5F1F,弟,0x3B844
1959,0x4470,U+608C,悌,0x3B884
1960,0x4471,U+62B5,抵,0x3B8C4
1961,0x4472,U+633A,挺,0x3B904
1962,0x4473,U+63D0,提,0x3B944
1963,0x4474,U+68AF,梯,0x3B984
1964,0x4475,U+6C40,汀,0x3B9C4
1965,0x4476,U+7887,碇,0x3BA04
1966,0x4477,U+798E,禎,0x3BA44
1967,0x4478,U+7A0B,程,0x3BA84
1968,0x4479,U+7DE0,締,0x3BAC4
1969,0x447A,U+8247,艇,0x3BB04
1970,0x447B,U+8A02,訂,0x3BB44
1971,0x447C,U+8AE6,諦,0x3BB84
1972,0x447D,U+8E44,蹄,0x3BBC4
1973,0x447E,U+9013,逓,0x3BC04
1974,0x4521,U+90B8,邸,0x3BC44
1975,0x4522,U+912D,鄭,0x3BC84
1976,0x4523,U+91D8,釘,0x3BCC4
1977,0x4524,U+9F0E,鼎,0x3BD04
1978,0x4525,U+6CE5,泥,0x3BD44
1979,0x4526,U+6458,摘,0x3BD84
1980,0x4527,U+64E2,擢,0x3BDC4
1981,0x4528,U+6575,敵,0x3BE04
1982,0x4529,U+6EF4,滴,0x3BE44
1983,0x452A,U+7684,的,0x3BE84
1984,0x452B,U+7B1B,笛,0x3BEC4
1985,0x452C,U+9069,適,0x3BF04
1986,0x452D,U+93D1,鏑,0x3BF44
1987,0x452E,U+6EBA,溺,0x3BF84
1988,0x452F,U+54F2,哲,0x3BFC4
1989,0x4530,U+5FB9,徹,0x3C004
1990,0x4531,U+64A4,撤,0x3C044
1991,0x4532,U+8F4D,轍,0x3C084
1992,0x4533,U+8FED,迭,0x3C0C4
1993,0x4534,U+9244,鉄,0x3C104
1994,0x4535,U+5178,典,0x3C144
1995,0x4536,U+586B,填,0x3C184
1996,0x4537,U+5929,天,0x3C1C4
1997,0x4538,U+5C55,展,0x3C204
1998,0x4539,U+5E97,店,0x3C244
1999,0x453A,U+6DFB,添,0x3C284
2000,0x453B,U+7E8F,纏,0x3C2C4
2001,0x453C,U+751C,甜,0x3C304
2002,0x453D,U+8CBC,貼,0x3C344
2003,0x453E,U+8EE2,転,0x3C384
2004,0x453F,U+985B,顛,0x3C3C4
2005,0x4540,U+70B9,点,0x3C404
2006,0x4541,U+4F1D,伝,0x3C444
2007,0x4542,U+6BBF,殿,0x3C484
2008,0x4543,U+6FB1,澱,0x3C4C4
2009,0x4544,U+7530,田,0x3C504
2010,0x4545,U+96FB,電,0x3C544
2011,0x4546,U+514E,兎,0x3C584
2012,0x4547,U+5410,吐,0x3C5C4
2013,0x4548,U+5835,堵,0x3C604
2014,0x4549,U+5857,塗,0x3C644
2015,0x454A,U+59AC,妬,0x3C684
2016,0x454B,U+5C60,屠,0x3C6C4
2017,0x454C,U+5F92,徒,0x3C704
2018,0x454D,U+6597,斗,0x3C744
2019,0x454E,U+675C,杜,0x3C784
2020,0x454F,U+6E21,渡,0x3C7C4
2021,0x4550,U+767B,登,0x3C804
2022,0x4551,U+83DF,菟,0x3C844
2023,0x4552,U+8CED,賭,0x3C884
2024,0x4553,U+9014,途,0x3C8C4
2025,0x4554,U+90FD,都,0x3C904
2026,0x4555,U+934D,鍍,0x3C944
2027,0x4556,U+7825,砥,0x3C984
2028,0x4557,U+783A,砺,0x3C9C4
2029,0x4558,U+52AA,努,0x3CA04
2030,0x4559,U+5EA6,度,0x3CA44
2031,0x455A,U+571F,土,0x3CA84
2032,0x455B,U+5974,奴,0x3CAC4
2033,0x455C,U+6012,怒,0x3CB04
2034,0x455D,U+5012,倒,0x3CB44
2035,0x455E,U+515A,党,0x3CB84
2036,0x455F,U+51AC,冬,0x3CBC4
2037,0x4560,U+51CD,凍,0x3CC04
2038,0x4561,U+5200,刀,0x3CC44
2039,0x4562,U+5510,唐,0x3CC84
2040,0x4563,U+5854,塔,0x3CCC4
2041,0x4564,U+5858,塘,0x3CD04
2042,0x4565,U+5957,套,0x3CD44
2043,0x4566,U+5B95,宕,0x3CD84
2044,0x4567,U+5CF6,島,0x3CDC4
2045,0x4568,U+5D8B,嶋,0x3CE04
2046,0x4569,U+60BC,悼,0x3CE44
2047,0x456A,U+6295,投,0x3CE84
2048,0x456B,U+642D,搭,0x3CEC4
2049,0x456C,U+6771,東,0x3CF04
2050,0x456D,U+6843,桃,0x3CF44
2051,0x456E,U+68BC,梼,0x3CF84
2052,0x456F,U+68DF,棟,0x3CFC4
2053,0x4570,U+76D7,盗,0x3D004
2054,0x4571,U+6DD8,淘,0x3D044
2055,0x4572,U+6E6F,湯,0x3D084
2056,0x4573,U+6D9B,涛,0x3D0C4
2057,0x4574,U+706F,灯,0x3D104
2058,0x4575,U+71C8,燈,0x3D144
2059,0x4576,U+5F53,当,0x3D184
2060,0x4577,U+75D8,痘,0x3D1C4
2061,0x4578,U+7977,祷,0x3D204
2062,0x4579,U+7B49,等,0x3D244
2063,0x457A,U+7B54,答,0x3D284
2064,0x457B,U+7B52,筒,0x3D2C4
2065,0x457C,U+7CD6,糖,0x3D304
2066,0x457D,U+7D71,統,0x3D344
2067,0x457E,U+5230,到,0x3D384
2068,0x4621,U+8463,董,0x3D3C4
2069,0x4622,U+8569,蕩,0x3D404
2070,0x4623,U+85E4,藤,0x3D444
2071,0x4624,U+8A0E,討,0x3D484
2072,0x4625,U+8B04,謄,0x3D4C4
2073,0x4626,U+8C46,豆,0x3D504
2074,0x4627,U+8E0F,踏,0x3D544
2075,0x4628,U+9003,逃,0x3D584
2076,0x4629,U+900F,透,0x3D5C4
2077,0x462A,U+9419,鐙,0x3D604
2078,0x462B,U+9676,陶,0x3D644
2079,0x462C,U+982D,頭,0x3D684
2080,0x462D,U+9A30,騰,0x3D6C4
2081,0x462E,U+95D8,闘,0x3D704
2082,0x462F,U+50CD,働,0x3D744
2083,0x4630,U+52D5,動,0x3D784
2084,0x4631,U+540C,同,0x3D7C4
2085,0x4632,U+5802,堂,0x3D804
2086,0x4633,U+5C0E,導,0x3D844
2087,0x4634,U+61A7,憧,0x3D884
2088,0x4635,U+649E,撞,0x3D8C4
2089,0x4636,U+6D1E,洞,0x3D904
2090,0x4637,U+77B3,瞳,0x3D944
2091,0x4638,U+7AE5,童,0x3D984
2092,0x4639,U+80F4,胴,0x3D9C4
2093,0x463A,U+8404,萄,0x3DA04
2094,0x463B,U+9053,道,0x3DA44
2095,0x463C,U+9285,銅,0x3DA84
2096,0x463D,U+5CE0,峠,0x3DAC4
2097,0x463E,U+9D07,鴇,0x3DB04
2098,0x463F,U+533F,匿,0x3DB44
2099,0x4640,U+5F97,得,0x3DB84
2100,0x4641,U+5FB3,徳,0x3DBC4
2101,0x4642,U+6D9C,涜,0x3DC04
2102,0x4643,U+7279,特,0x3DC44
2103,0x4644,U+7763,督,0x3DC84
2104,0x4645,U+79BF,禿,0x3DCC4
2105,0x4646,U+7BE4,篤,0x3DD04
2106,0x4647,U+6BD2,毒,0x3DD44
2107,0x4648,U+72EC,独,0x3DD84
2108,0x4649,U+8AAD,読,0x3DDC4
2109,0x464A,U+6803,栃,0x3DE04
2110,0x464B,U+6A61,橡,0x3DE44
2111,0x464C,U+51F8,凸,0x3DE84
2112,0x464D,U+7A81,突,0x3DEC4
2113,0x464E,U+6934,椴,0x3DF04
2114,0x464F,U+5C4A,届,0x3DF44
2115,0x4650,U+9CF6,鳶,0x3DF84
2116,0x4651,U+82EB,苫,0x3DFC4
2117,0x4652,U+5BC5,寅,0x3E004
2118,0x4653,U+9149,酉,0x3E044
2119,0x4654,U+701E,瀞,0x3E084
2120,0x4655,U+5678,噸,0x3E0C4
2121,0x4656,U+5C6F,屯,0x3E104
2122,0x4657,U+60C7,惇,0x3E144
2123,0x4658,U+6566,敦,0x3E184
2124,0x4659,U+6C8C,沌,0x3E1C4
2125,0x465A,U+8C5A,豚,0x3E204
2126,0x465B,U+9041,遁,0x3E244
2127,0x465C,U+9813,頓,0x3E284
2128,0x465D,U+5451,呑,0x3E2C4
