order,korean,unicode,sjis_code,replaced_kanji,glyph_index,byte_offset
463,던,U+B358,0x9CE2,懌,7201,0x59A60
464,덛,U+B35B,0x9CE6,懈,7205,0x59B44
465,덜,U+B35C,0x9CEC,懍,7211,0x59C98
466,덞,U+B35E,0x9CED,懦,7212,0x59CD4
467,덟,U+B35F,0x9CEF,懶,7214,0x59D48
468,덤,U+B364,0x9CF0,懺,7215,0x59D84
469,덥,U+B365,0x9CF1,懴,7216,0x59DC0
470,덧,U+B367,0x9CF2,懿,7217,0x59DFC
471,덩,U+B369,0x9CF3,懽,7218,0x59E38
472,덫,U+B36B,0x9CF4,懼,7219,0x59E74
473,덮,U+B36E,0x9CF5,懾,7220,0x59EB0
474,데,U+B370,0x9CF6,戀,7221,0x59EEC
475,덱,U+B371,0x9CF7,戈,7222,0x59F28
476,덴,U+B374,0x9CF9,戍,7224,0x59F9C
477,델,U+B378,0x9CFA,戌,7225,0x59FD8
478,뎀,U+B380,0x9CFB,戔,7226,0x5A014
479,뎁,U+B381,0x9CFC,戛,7227,0x5A050
480,뎃,U+B383,0x9D40,戞,7295,0x5A5C0
481,뎄,U+B384,0x9D41,戡,7296,0x5A5FC
482,뎅,U+B385,0x9D42,截,7297,0x5A638
483,뎌,U+B38C,0x9D43,戮,7298,0x5A674
484,뎐,U+B390,0x9D44,戰,7299,0x5A6B0
485,뎔,U+B394,0x9D45,戲,7300,0x5A6EC
486,뎠,U+B3A0,0x9D46,戳,7301,0x5A728
487,뎡,U+B3A1,0x9D48,扎,7303,0x5A79C
488,뎨,U+B3A8,0x9D49,扞,7304,0x5A7D8
489,뎬,U+B3AC,0x9D4B,扛,7306,0x5A84C
490,도,U+B3C4,0x9D4E,扼,7309,0x5A8F8
491,독,U+B3C5,0x9D4F,抂,7310,0x5A934
492,돈,U+B3C8,0x9D51,找,7312,0x5A9A8
493,돋,U+B3CB,0x9D52,抒,7313,0x5A9E4
494,돌,U+B3CC,0x9D53,抓,7314,0x5AA20
495,돎,U+B3CE,0x9D54,抖,7315,0x5AA5C
496,돐,U+B3D0,0x9D56,抃,7317,0x5AAD0
497,돔,U+B3D4,0x9D59,拑,7320,0x5AB7C
498,돕,U+B3D5,0x9D5B,拏,7322,0x5ABF0
499,돗,U+B3D7,0x9D5C,拿,7323,0x5AC2C
500,동,U+B3D9,0x9D5E,擔,7325,0x5ACA0
501,돛,U+B3DB,0x9D5F,拈,7326,0x5ACDC
502,돝,U+B3DD,0x9D60,拜,7327,0x5AD18
503,돠,U+B3E0,0x9D61,拌,7328,0x5AD54
504,돤,U+B3E4,0x9D62,拊,7329,0x5AD90
505,돨,U+B3E8,0x9D64,拇,7331,0x5AE04
506,돼,U+B3FC,0x9D65,抛,7332,0x5AE40
507,됐,U+B410,0x9D66,拉,7333,0x5AE7C
508,되,U+B418,0x9D68,拮,7335,0x5AEF0
509,된,U+B41C,0x9D69,拱,7336,0x5AF2C
510,될,U+B420,0x9D6B,挂,7338,0x5AFA0
511,됨,U+B428,0x9D6C,挈,7339,0x5AFDC
512,됩,U+B429,0x9D6D,拯,7340,0x5B018
513,됫,U+B42B,0x9D6E,拵,7341,0x5B054
514,됴,U+B434,0x9D71,捍,7344,0x5B100
515,두,U+B450,0x9D73,捏,7346,0x5B174
516,둑,U+B451,0x9D74,掖,7347,0x5B1B0
517,둔,U+B454,0x9D75,掎,7348,0x5B1EC
518,둘,U+B458,0x9D77,掫,7350,0x5B260
519,둠,U+B460,0x9D78,捶,7351,0x5B29C
520,둡,U+B461,0x9D79,掣,7352,0x5B2D8
521,둣,U+B463,0x9D7B,掉,7354,0x5B34C
522,둥,U+B465,0x9D81,掾,7360,0x5B47C
523,둬,U+B46C,0x9D82,揩,7361,0x5B4B8
524,뒀,U+B480,0x9D84,揆,7363,0x5B52C
525,뒈,U+B488,0x9D85,揣,7364,0x5B568
526,뒝,U+B49D,0x9D86,揉,7365,0x5B5A4
527,뒤,U+B4A4,0x9D87,插,7366,0x5B5E0
528,뒨,U+B4A8,0x9D88,揶,7367,0x5B61C
529,뒬,U+B4AC,0x9D89,揄,7368,0x5B658
530,뒵,U+B4B5,0x9D8A,搖,7369,0x5B694
531,뒷,U+B4B7,0x9D8C,搆,7371,0x5B708
532,뒹,U+B4B9,0x9D8D,搓,7372,0x5B744
533,듀,U+B4C0,0x9D8F,搶,7374,0x5B7B8
534,듄,U+B4C4,0x9D90,攝,7375,0x5B7F4
535,듈,U+B4C8,0x9D91,搗,7376,0x5B830
536,듐,U+B4D0,0x9D93,搏,7378,0x5B8A4
537,듕,U+B4D5,0x9D94,摧,7379,0x5B8E0
538,드,U+B4DC,0x9D95,摯,7380,0x5B91C
539,득,U+B4DD,0x9D96,摶,7381,0x5B958
540,든,U+B4E0,0x9D98,攪,7383,0x5B9CC
541,듣,U+B4E3,0x9D99,撕,7384,0x5BA08
542,들,U+B4E4,0x9D9A,撓,7385,0x5BA44
543,듦,U+B4E6,0x9D9B,撥,7386,0x5BA80
544,듬,U+B4EC,0x9D9E,撼,7389,0x5BB2C
545,듭,U+B4ED,0x9DA1,擅,7392,0x5BBD8
546,듯,U+B4EF,0x9DA2,擇,7393,0x5BC14
547,등,U+B4F1,0x9DA3,撻,7394,0x5BC50
548,듸,U+B4F8,0x9DA4,擘,7395,0x5BC8C
549,디,U+B514,0x9DA5,擂,7396,0x5BCC8
550,딕,U+B515,0x9DA8,舉,7399,0x5BD74
551,딘,U+B518,0x9DAA,擡,7401,0x5BDE8
552,딛,U+B51B,0x9DAC,擣,7403,0x5BE5C
553,딜,U+B51C,0x9DAE,攬,7405,0x5BED0
554,딤,U+B524,0x9DAF,擶,7406,0x5BF0C
555,딥,U+B525,0x9DB0,擴,7407,0x5BF48
556,딧,U+B527,0x9DB1,擲,7408,0x5BF84
557,딨,U+B528,0x9DB2,擺,7409,0x5BFC0
558,딩,U+B529,0x9DB4,擽,7411,0x5C034
559,딪,U+B52A,0x9DB5,攘,7412,0x5C070
560,따,U+B530,0x9DB7,攅,7414,0x5C0E4
561,딱,U+B531,0x9DB8,攤,7415,0x5C120
562,딴,U+B534,0x9DB9,攣,7416,0x5C15C
563,딸,U+B538,0x9DBA,攫,7417,0x5C198
564,땀,U+B540,0x9DBF,攸,7422,0x5C2B4
565,땁,U+B541,0x9DC1,效,7424,0x5C328
566,땃,U+B543,0x9DC2,敖,7425,0x5C364
567,땄,U+B544,0x9DC3,敕,7426,0x5C3A0
568,땅,U+B545,0x9DC5,敘,7428,0x5C414
569,땋,U+B54B,0x9DC6,敞,7429,0x5C450
570,때,U+B54C,0x9DC7,敝,7430,0x5C48C
571,땍,U+B54D,0x9DC8,敲,7431,0x5C4C8
572,땐,U+B550,0x9DC9,數,7432,0x5C504
573,땔,U+B554,0x9DCA,斂,7433,0x5C540
574,땜,U+B55C,0x9DCB,斃,7434,0x5C57C
575,땝,U+B55D,0x9DCC,變,7435,0x5C5B8
576,땟,U+B55F,0x9DCD,斛,7436,0x5C5F4
577,땠,U+B560,0x9DCE,斟,7437,0x5C630
578,땡,U+B561,0x9DCF,斫,7438,0x5C66C
579,떠,U+B5A0,0x9DD0,斷,7439,0x5C6A8
580,떡,U+B5A1,0x9DD1,旃,7440,0x5C6E4
581,떤,U+B5A4,0x9DD2,旆,7441,0x5C720
582,떨,U+B5A8,0x9DD4,旄,7443,0x5C794
583,떪,U+B5AA,0x9DD5,旌,7444,0x5C7D0
584,떫,U+B5AB,0x9DD6,旒,7445,0x5C80C
585,떰,U+B5B0,0x9DD7,旛,7446,0x5C848
586,떱,U+B5B1,0x9DD8,旙,7447,0x5C884
587,떳,U+B5B3,0x9DD9,无,7448,0x5C8C0
588,떴,U+B5B4,0x9DDA,旡,7449,0x5C8FC
589,떵,U+B5B5,0x9DDB,旱,7450,0x5C938
590,떻,U+B5BB,0x9DE1,昵,7456,0x5CA8C
591,떼,U+B5BC,0x9DE5,晏,7460,0x5CB70
592,떽,U+B5BD,0x9DE6,晄,7461,0x5CBAC
593,뗀,U+B5C0,0x9DE9,晞,7464,0x5CC58
594,뗄,U+B5C4,0x9DEA,晝,7465,0x5CC94
595,뗌,U+B5CC,0x9DEB,晤,7466,0x5CCD0
596,뗍,U+B5CD,0x9DEC,晧,7467,0x5CD0C
597,뗏,U+B5CF,0x9DF0,晰,7471,0x5CDF0
598,뗐,U+B5D0,0x9DF1,暃,7472,0x5CE2C
599,뗑,U+B5D1,0x9DF4,暉,7475,0x5CED8
600,뗘,U+B5D8,0x9DF5,暄,7476,0x5CF14
601,뗬,U+B5EC,0x9DF6,暘,7477,0x5CF50
602,또,U+B610,0x9DF7,暝,7478,0x5CF8C
603,똑,U+B611,0x9DF8,曁,7479,0x5CFC8
604,똔,U+B614,0x9DF9,暹,7480,0x5D004
605,똘,U+B618,0x9DFA,曉,7481,0x5D040
606,똥,U+B625,0x9DFB,暾,7482,0x5D07C
607,똬,U+B62C,0x9DFC,暼,7483,0x5D0B8
608,똴,U+B634,0x9E40,曄,7551,0x5D628
609,뙈,U+B648,0x9E42,曖,7553,0x5D69C
610,뙤,U+B664,0x9E43,曚,7554,0x5D6D8
611,뙨,U+B668,0x9E44,曠,7555,0x5D714
612,뚜,U+B69C,0x9E46,曦,7557,0x5D788
613,뚝,U+B69D,0x9E49,曵,7560,0x5D82C
614,뚠,U+B6A0,0x9E4E,朦,7565,0x5D948
615,뚤,U+B6A4,0x9E51,朮,7568,0x5D9F4
616,뚫,U+B6AB,0x9E54,杁,7571,0x5DAA0
617,뚬,U+B6AC,0x9E57,杆,7574,0x5DB4C
618,뚱,U+B6B1,0x9E58,杞,7575,0x5DB88
619,뛔,U+B6D4,0x9E59,杠,7576,0x5DBC4
620,뛰,U+B6F0,0x9E5A,杙,7577,0x5DC00
621,뛴,U+B6F4,0x9E5C,杤,7579,0x5DC74
622,뛸,U+B6F8,0x9E5D,枉,7580,0x5DCB0
623,뜀,U+B700,0x9E5E,杰,7581,0x5DCEC
624,뜁,U+B701,0x9E60,杼,7583,0x5DD60
625,뜅,U+B705,0x9E62,枌,7585,0x5DDD4
626,뜨,U+B728,0x9E63,枋,7586,0x5DE10
627,뜩,U+B729,0x9E64,枦,7587,0x5DE4C
628,뜬,U+B72C,0x9E65,枡,7588,0x5DE88
629,뜯,U+B72F,0x9E66,枅,7589,0x5DEC4
630,뜰,U+B730,0x9E68,柯,7591,0x5DF38
631,뜸,U+B738,0x9E6C,柩,7595,0x5E01C
632,뜹,U+B739,0x9E6E,柤,7597,0x5E090
633,뜻,U+B73B,0x9E6F,柞,7598,0x5E0CC
634,띄,U+B744,0x9E71,柢,7600,0x5E140
635,띈,U+B748,0x9E73,枹,7602,0x5E1B4
636,띌,U+B74C,0x9E74,柎,7603,0x5E1F0
637,띔,U+B754,0x9E75,柆,7604,0x5E22C
638,띕,U+B755,0x9E76,柧,7605,0x5E268
639,띠,U+B760,0x9E79,框,7608,0x5E314
640,띤,U+B764,0x9E7B,桀,7610,0x5E388
641,띨,U+B768,0x9E7C,桍,7611,0x5E3C4
642,띰,U+B770,0x9E7D,栲,7612,0x5E400
643,띱,U+B771,0x9E7E,桎,7613,0x5E43C
644,띳,U+B773,0x9E80,梳,7615,0x5E48C
645,띵,U+B775,0x9E81,栫,7616,0x5E4C8
646,라,U+B77C,0x9E82,桙,7617,0x5E504
647,락,U+B77D,0x9E85,桿,7620,0x5E5B0
648,란,U+B780,0x9E87,梏,7622,0x5E624
649,랄,U+B784,0x9E88,梭,7623,0x5E660
650,람,U+B78C,0x9E89,梔,7624,0x5E69C
651,랍,U+B78D,0x9E8B,梛,7626,0x5E710
652,랏,U+B78F,0x9E8C,梃,7627,0x5E74C
653,랐,U+B790,0x9E8D,檮,7628,0x5E788
654,랑,U+B791,0x9E8F,桴,7630,0x5E7FC
655,랒,U+B792,0x9E90,梵,7631,0x5E838
656,랖,U+B796,0x9E93,椏,7634,0x5E8E4
657,랗,U+B797,0x9E94,梍,7635,0x5E920
658,래,U+B798,0x9E95,桾,7636,0x5E95C
659,랙,U+B799,0x9E96,椁,7637,0x5E998
660,랜,U+B79C,0x9E9B,椦,7642,0x5EAB4
661,랠,U+B7A0,0x9E9D,椌,7644,0x5EB28
662,램,U+B7A8,0x9E9E,棍,7645,0x5EB64
663,랩,U+B7A9,0x9E9F,棔,7646,0x5EBA0
664,랫,U+B7AB,0x9EA0,棧,7647,0x5EBDC
665,랬,U+B7AC,0x9EA2,椶,7649,0x5EC50
666,랭,U+B7AD,0x9EA4,椄,7651,0x5ECC4
667,랴,U+B7B4,0x9EA6,棣,7653,0x5ED38
668,략,U+B7B5,0x9EA8,棹,7655,0x5EDAC
669,랸,U+B7B8,0x9EAA,棯,7657,0x5EE20
670,럇,U+B7C7,0x9EAB,椨,7658,0x5EE5C
671,량,U+B7C9,0x9EAC,椪,7659,0x5EE98
672,러,U+B7EC,0x9EAE,椣,7661,0x5EF0C
673,럭,U+B7ED,0x9EB1,楹,7664,0x5EFB8
674,런,U+B7F0,0x9EB2,楷,7665,0x5EFF4
675,럴,U+B7F4,0x9EB4,楸,7667,0x5F068
676,럼,U+B7FC,0x9EB5,楫,7668,0x5F0A4
677,럽,U+B7FD,0x9EB8,楮,7671,0x5F150
678,럿,U+B7FF,0x9EB9,椹,7672,0x5F18C
679,렀,U+B800,0x9EBA,楴,7673,0x5F1C8
680,렁,U+B801,0x9EBB,椽,7674,0x5F204
681,렇,U+B807,0x9EBC,楙,7675,0x5F240
682,레,U+B808,0x9EBD,椰,7676,0x5F27C
683,렉,U+B809,0x9EBE,楡,7677,0x5F2B8
684,렌,U+B80C,0x9EBF,楞,7678,0x5F2F4
685,렐,U+B810,0x9EC1,榁,7680,0x5F368
686,렘,U+B818,0x9EC2,楪,7681,0x5F3A4
687,렙,U+B819,0x9EC3,榲,7682,0x5F3E0
688,렛,U+B81B,0x9EC5,槐,7684,0x5F454
689,렝,U+B81D,0x9EC6,榿,7685,0x5F490
690,려,U+B824,0x9EC7,槁,7686,0x5F4CC
691,력,U+B825,0x9EC8,槓,7687,0x5F508
692,련,U+B828,0x9EC9,榾,7688,0x5F544
693,렬,U+B82C,0x9ECA,槎,7689,0x5F580
694,렴,U+B834,0x9ECD,槝,7692,0x5F62C
695,렵,U+B835,0x9ECF,槃,7694,0x5F6A0
696,렷,U+B837,0x9ED0,榧,7695,0x5F6DC
697,렸,U+B838,0x9ED1,樮,7696,0x5F718
698,령,U+B839,0x9ED2,榑,7697,0x5F754
699,례,U+B840,0x9ED4,榜,7699,0x5F7C8
700,롄,U+B844,0x9ED5,榕,7700,0x5F804
701,롑,U+B851,0x9ED7,槞,7702,0x5F878
702,롓,U+B853,0x9ED8,槨,7703,0x5F8B4
703,로,U+B85C,0x9ED9,樂,7704,0x5F8F0
704,록,U+B85D,0x9EDB,槿,7706,0x5F964
705,론,U+B860,0x9EDC,權,7707,0x5F9A0
706,롤,U+B864,0x9EDD,槹,7708,0x5F9DC
707,롬,U+B86C,0x9EDE,槲,7709,0x5FA18
708,롭,U+B86D,0x9EE0,樅,7711,0x5FA8C
709,롯,U+B86F,0x9EE1,榱,7712,0x5FAC8
710,롱,U+B871,0x9EE2,樞,7713,0x5FB04
711,롸,U+B878,0x9EE3,槭,7714,0x5FB40
712,롼,U+B87C,0x9EE6,樊,7717,0x5FBEC
713,뢍,U+B88D,0x9EE7,樒,7718,0x5FC28
714,뢨,U+B8A8,0x9EE9,樣,7720,0x5FC9C
715,뢰,U+B8B0,0x9EEA,樓,7721,0x5FCD8
716,뢴,U+B8B4,0x9EEB,橄,7722,0x5FD14
717,뢸,U+B8B8,0x9EEC,樌,7723,0x5FD50
718,룀,U+B8C0,0x9EED,橲,7724,0x5FD8C
719,룁,U+B8C1,0x9EEE,樶,7725,0x5FDC8
720,룃,U+B8C3,0x9EEF,橸,7726,0x5FE04
721,룅,U+B8C5,0x9EF0,橇,7727,0x5FE40
722,료,U+B8CC,0x9EF3,橦,7730,0x5FEEC
723,룐,U+B8D0,0x9EF4,橈,7731,0x5FF28
724,룔,U+B8D4,0x9EF6,樢,7733,0x5FF9C
725,룝,U+B8DD,0x9EF7,檐,7734,0x5FFD8
726,룟,U+B8DF,0x9EF8,檍,7735,0x60014
727,룡,U+B8E1,0x9EF9,檠,7736,0x60050
728,루,U+B8E8,0x9EFA,檄,7737,0x6008C
729,룩,U+B8E9,0x9EFC,檣,7739,0x60100
730,룬,U+B8EC,0x9F40,檗,7807,0x60670
731,룰,U+B8F0,0x9F41,蘗,7808,0x606AC
732,룸,U+B8F8,0x9F42,檻,7809,0x606E8
733,룹,U+B8F9,0x9F43,櫃,7810,0x60724
734,룻,U+B8FB,0x9F44,櫂,7811,0x60760
735,룽,U+B8FD,0x9F45,檸,7812,0x6079C
736,뤄,U+B904,0x9F47,檬,7814,0x60810
737,뤘,U+B918,0x9F48,櫞,7815,0x6084C
738,뤠,U+B920,0x9F4A,櫟,7817,0x608C0
739,뤼,U+B93C,0x9F4B,檪,7818,0x608FC
740,뤽,U+B93D,0x9F4D,櫪,7820,0x60970
741,륀,U+B940,0x9F4E,櫻,7821,0x609AC
742,륄,U+B944,0x9F50,蘖,7823,0x60A20
743,륌,U+B94C,0x9F51,櫺,7824,0x60A5C
744,륏,U+B94F,0x9F53,欖,7826,0x60AD0
745,륑,U+B951,0x9F55,欟,7828,0x60B44
746,류,U+B958,0x9F57,欷,7830,0x60BB8
747,륙,U+B959,0x9F58,盜,7831,0x60BF4
748,륜,U+B95C,0x9F64,歸,7843,0x60E98
749,률,U+B960,0x9F67,殀,7846,0x60F44
750,륨,U+B968,0x9F69,殃,7848,0x60FB8
751,륩,U+B969,0x9F6A,殍,7849,0x60FF4
752,륫,U+B96B,0x9F6B,殘,7850,0x61030
753,륭,U+B96D,0x9F6C,殕,7851,0x6106C
754,르,U+B974,0x9F6D,殞,7852,0x610A8
755,륵,U+B975,0x9F6E,殤,7853,0x610E4
756,른,U+B978,0x9F6F,殪,7854,0x61120
757,를,U+B97C,0x9F70,殫,7855,0x6115C
758,름,U+B984,0x9F71,殯,7856,0x61198
759,릅,U+B985,0x9F72,殲,7857,0x611D4
760,릇,U+B987,0x9F73,殱,7858,0x61210
761,릉,U+B989,0x9F75,殷,7860,0x61284
762,릊,U+B98A,0x9F76,殼,7861,0x612C0
763,릍,U+B98D,0x9F77,毆,7862,0x612FC
764,릎,U+B98E,0x9F79,毓,7864,0x61370
765,리,U+B9AC,0x9F7A,毟,7865,0x613AC
766,릭,U+B9AD,0x9F7B,毬,7866,0x613E8
767,린,U+B9B0,0x9F7C,毫,7867,0x61424
768,릴,U+B9B4,0x9F7D,毳,7868,0x61460
769,림,U+B9BC,0x9F7E,毯,7869,0x6149C
770,립,U+B9BD,0x9F80,麾,7871,0x614EC
771,릿,U+B9BF,0x9F81,氈,7872,0x61528
772,링,U+B9C1,0x9F82,氓,7873,0x61564
773,마,U+B9C8,0x9F83,气,7874,0x615A0
774,막,U+B9C9,0x9F84,氛,7875,0x615DC
775,만,U+B9CC,0x9F85,氤,7876,0x61618
776,많,U+B9CE,0x9F86,氣,7877,0x61654
777,맏,U+B9CF,0x9F87,汞,7878,0x61690
778,말,U+B9D0,0x9F89,汢,7880,0x61704
779,맑,U+B9D1,0x9F8A,汪,7881,0x61740
780,맒,U+B9D2,0x9F8B,沂,7882,0x6177C
781,맘,U+B9D8,0x9F8C,沍,7883,0x617B8
782,맙,U+B9D9,0x9F8D,沚,7884,0x617F4
783,맛,U+B9DB,0x9F8E,沁,7885,0x61830
784,망,U+B9DD,0x9F8F,沛,7886,0x6186C
785,맞,U+B9DE,0x9F90,汾,7887,0x618A8
786,맡,U+B9E1,0x9F95,泄,7892,0x619C4
787,맣,U+B9E3,0x9F96,泱,7893,0x61A00
788,매,U+B9E4,0x9F97,泓,7894,0x61A3C
789,맥,U+B9E5,0x9F98,沽,7895,0x61A78
790,맨,U+B9E8,0x9F9B,泝,7898,0x61B24
791,맬,U+B9EC,0x9F9C,沮,7899,0x61B60
792,맴,U+B9F4,0x9F9E,沾,7901,0x61BD4
793,맵,U+B9F5,0x9FA0,泛,7903,0x61C48
794,맷,U+B9F7,0x9FA1,泯,7904,0x61C84
795,맸,U+B9F8,0x9FA2,泙,7905,0x61CC0
796,맹,U+B9F9,0x9FA5,衍,7908,0x61D6C
797,맺,U+B9FA,0x9FA7,洫,7910,0x61DE0
798,먀,U+BA00,0x9FA9,洸,7912,0x61E54
799,먁,U+BA01,0x9FAD,洒,7916,0x61F38
800,먈,U+BA08,0x9FAF,浣,7918,0x61FAC
801,먕,U+BA15,0x9FB2,浚,7921,0x62058
802,머,U+BA38,0x9FB4,浙,7923,0x620CC
803,먹,U+BA39,0x9FB7,濤,7926,0x62178
804,먼,U+BA3C,0x9FB8,涅,7927,0x621B4
805,멀,U+BA40,0x9FB9,淹,7928,0x621F0
806,멂,U+BA42,0x9FBD,淇,7932,0x622D4
807,멈,U+BA48,0x9FC0,淆,7935,0x62380
808,멉,U+BA49,0x9FC1,淬,7936,0x623BC
809,멋,U+BA4B,0x9FC2,淞,7937,0x623F8
810,멍,U+BA4D,0x9FC4,淨,7939,0x6246C
811,멎,U+BA4E,0x9FC5,淒,7940,0x624A8
812,멓,U+BA53,0x9FC6,淅,7941,0x624E4
813,메,U+BA54,0x9FC9,淤,7944,0x62590
814,멕,U+BA55,0x9FCA,淕,7945,0x625CC
815,멘,U+BA58,0x9FCC,淮,7947,0x62640
816,멜,U+BA5C,0x9FCE,湮,7949,0x626B4
817,멤,U+BA64,0x9FCF,渮,7950,0x626F0
818,멥,U+BA65,0x9FD1,湲,7952,0x62764
819,멧,U+BA67,0x9FD2,湟,7953,0x627A0
820,멨,U+BA68,0x9FD3,渾,7954,0x627DC
821,멩,U+BA69,0x9FD4,渣,7955,0x62818
822,며,U+BA70,0x9FD5,湫,7956,0x62854
823,멱,U+BA71,0x9FD8,湍,7959,0x62900
824,면,U+BA74,0x9FD9,渟,7960,0x6293C
825,멸,U+BA78,0x9FDA,湃,7961,0x62978
826,몃,U+BA83,0x9FDB,渺,7962,0x629B4
827,몄,U+BA84,0x9FDC,湎,7963,0x629F0
828,명,U+BA85,0x9FDE,滿,7965,0x62A64
829,몇,U+BA87,0x9FE0,游,7967,0x62AD8
830,몌,U+BA8C,0x9FE3,溘,7970,0x62B84
831,모,U+BAA8,0x9FE4,滉,7971,0x62BC0
832,목,U+BAA9,0x9FE6,滓,7973,0x62C34
833,몫,U+BAAB,0x9FE9,滄,7976,0x62CE0
834,몬,U+BAAC,0x9FED,溏,7980,0x62DC4
835,몰,U+BAB0,0x9FEE,溥,7981,0x62E00
836,몲,U+BAB2,0x9FEF,滂,7982,0x62E3C
837,몸,U+BAB8,0x9FF0,溟,7983,0x62E78
838,몹,U+BAB9,0x9FF2,漑,7985,0x62EEC
839,못,U+BABB,0x9FF3,灌,7986,0x62F28
840,몽,U+BABD,0x9FF4,滬,7987,0x62F64
841,뫄,U+BAC4,0x9FF5,滸,7988,0x62FA0
842,뫈,U+BAC8,0x9FF9,漱,7992,0x63084
843,뫘,U+BAD8,0x9FFA,滯,7993,0x630C0
844,뫙,U+BAD9,0xE043,澆,7999,0x63214
845,뫼,U+BAFC,0xE044,潺,8000,0x63250
846,묀,U+BB00,0xE045,潸,8001,0x6328C
847,묄,U+BB04,0xE046,澁,8002,0x632C8
848,묍,U+BB0D,0xE047,澀,8003,0x63304
849,묏,U+BB0F,0xE048,潯,8004,0x63340
850,묑,U+BB11,0xE049,潛,8005,0x6337C
851,묘,U+BB18,0xE04A,濳,8006,0x633B8
852,묜,U+BB1C,0xE04B,潭,8007,0x633F4
853,묠,U+BB20,0xE04C,澂,8008,0x63430
854,묩,U+BB29,0xE04D,潼,8009,0x6346C
855,묫,U+BB2B,0xE04E,潘,8010,0x634A8
856,무,U+BB34,0xE050,澑,8012,0x6351C
857,묵,U+BB35,0xE051,濂,8013,0x63558
858,묶,U+BB36,0xE052,潦,8014,0x63594
859,문,U+BB38,0xE054,澣,8016,0x63608
860,묻,U+BB3B,0xE056,澤,8018,0x6367C
861,물,U+BB3C,0xE058,濆,8020,0x636F0
862,묽,U+BB3D,0xE059,澪,8021,0x6372C
863,묾,U+BB3E,0xE05A,濟,8022,0x63768
864,뭄,U+BB44,0xE05B,濕,8023,0x637A4
865,뭅,U+BB45,0xE05E,濘,8026,0x63850
866,뭇,U+BB47,0xE05F,濱,8027,0x6388C
867,뭉,U+BB49,0xE060,濮,8028,0x638C8
868,뭍,U+BB4D,0xE061,濛,8029,0x63904
869,뭏,U+BB4F,0xE062,瀉,8030,0x63940
870,뭐,U+BB50,0xE064,濺,8032,0x639B4
871,뭔,U+BB54,0xE069,瀛,8037,0x63AD0
872,뭘,U+BB58,0xE06B,潴,8039,0x63B44
873,뭡,U+BB61,0xE06C,瀝,8040,0x63B80
874,뭣,U+BB63,0xE06D,瀘,8041,0x63BBC
875,뭬,U+BB6C,0xE06E,瀟,8042,0x63BF8
876,뮈,U+BB88,0xE071,瀲,8045,0x63CA4
877,뮌,U+BB8C,0xE072,灑,8046,0x63CE0
878,뮐,U+BB90,0xE073,灣,8047,0x63D1C
879,뮤,U+BBA4,0xE078,炬,8052,0x63E38
880,뮨,U+BBA8,0xE079,炸,8053,0x63E74
881,뮬,U+BBAC,0xE07A,炳,8054,0x63EB0
882,뮴,U+BBB4,0xE07B,炮,8055,0x63EEC
883,뮷,U+BBB7,0xE07D,烋,8057,0x63F60
884,므,U+BBC0,0xE07E,烝,8058,0x63F9C
885,믄,U+BBC4,0xE083,焜,8063,0x64094
886,믈,U+BBC8,0xE084,焙,8064,0x640D0
887,믐,U+BBD0,0xE086,煕,8066,0x64144
888,믓,U+BBD3,0xE087,熈,8067,0x64180
889,미,U+BBF8,0xE088,煦,8068,0x641BC
890,믹,U+BBF9,0xE08A,煌,8070,0x64230
891,민,U+BBFC,0xE08C,煬,8072,0x642A4
892,믿,U+BBFF,0xE08D,熏,8073,0x642E0
893,밀,U+BC00,0xE08E,燻,8074,0x6431C
894,밂,U+BC02,0xE090,熕,8076,0x64390
895,밈,U+BC08,0xE092,熬,8078,0x64404
896,밉,U+BC09,0xE094,熹,8080,0x64478
897,밋,U+BC0B,0xE095,熾,8081,0x644B4
898,밌,U+BC0C,0xE096,燒,8082,0x644F0
899,밍,U+BC0D,0xE097,燉,8083,0x6452C
900,및,U+BC0F,0xE098,燔,8084,0x64568
901,밑,U+BC11,0xE099,燎,8085,0x645A4
902,바,U+BC14,0xE09B,燬,8087,0x64618
903,박,U+BC15,0xE09C,燧,8088,0x64654
904,밖,U+BC16,0xE09D,燵,8089,0x64690
905,밗,U+BC17,0xE09E,燼,8090,0x646CC
906,반,U+BC18,0xE0A0,燿,8092,0x64740
907,받,U+BC1B,0xE0A1,爍,8093,0x6477C
908,발,U+BC1C,0xE0A2,爐,8094,0x647B8
909,밝,U+BC1D,0xE0A4,爨,8096,0x6482C
910,밞,U+BC1E,0xE0A5,爭,8097,0x64868
911,밟,U+BC1F,0xE0AA,爼,8102,0x64984
912,밤,U+BC24,0xE0AC,牀,8104,0x649EC
913,밥,U+BC25,0xE0AD,牆,8105,0x64A28
914,밧,U+BC27,0xE0AE,牋,8106,0x64A64
915,방,U+BC29,0xE0AF,牘,8107,0x64AA0
916,밭,U+BC2D,0xE0B0,牴,8108,0x64ADC
917,배,U+BC30,0xE0B1,牾,8109,0x64B18
918,백,U+BC31,0xE0B2,犂,8110,0x64B54
919,밴,U+BC34,0xE0B3,犁,8111,0x64B90
920,밸,U+BC38,0xE0B4,犇,8112,0x64BCC
921,뱀,U+BC40,0xE0B5,犒,8113,0x64C08
922,뱁,U+BC41,0xE0B6,犖,8114,0x64C44
923,뱃,U+BC43,0xE0B7,犢,8115,0x64C80
