order,korean,unicode,sjis_code,replaced_kanji,glyph_index,byte_offset
1375,앳,U+C573,0xE485,艱,9089,0x70238
1376,앴,U+C574,0xE486,艷,9090,0x70274
1377,앵,U+C575,0xE48A,芒,9094,0x70358
1378,야,U+C57C,0xE48B,芫,9095,0x70394
1379,약,U+C57D,0xE48F,苡,9099,0x70478
1380,얀,U+C580,0xE492,苒,9102,0x70524
1381,얄,U+C584,0xE493,苴,9103,0x70560
1382,얇,U+C587,0xE494,苳,9104,0x7059C
1383,얌,U+C58C,0xE497,范,9107,0x70648
1384,얍,U+C58D,0xE49A,苞,9110,0x706F4
1385,얏,U+C58F,0xE49E,苙,9114,0x707D8
1386,양,U+C591,0xE49F,茵,9115,0x70814
1387,얕,U+C595,0xE4A0,茴,9116,0x70850
1388,얗,U+C597,0xE4A2,茲,9118,0x708C4
1389,얘,U+C598,0xE4A4,荀,9120,0x70938
1390,얜,U+C59C,0xE4A5,茹,9121,0x70974
1391,얠,U+C5A0,0xE4A7,荅,9123,0x709E8
1392,얩,U+C5A9,0xE4A9,茫,9125,0x70A5C
1393,어,U+C5B4,0xE4AC,莅,9128,0x70B08
1394,억,U+C5B5,0xE4AD,莚,9129,0x70B44
1395,언,U+C5B8,0xE4AE,莪,9130,0x70B80
1396,얹,U+C5B9,0xE4B0,莢,9132,0x70BF4
1397,얻,U+C5BB,0xE4B1,莖,9133,0x70C30
1398,얼,U+C5BC,0xE4B2,茣,9134,0x70C6C
1399,얽,U+C5BD,0xE4B4,莇,9136,0x70CE0
1400,얾,U+C5BE,0xE4B5,莊,9137,0x70D1C
1401,엄,U+C5C4,0xE4B7,莵,9139,0x70D90
1402,업,U+C5C5,0xE4B8,荳,9140,0x70DCC
1403,없,U+C5C6,0xE4BC,莨,9144,0x70EB0
1404,엇,U+C5C7,0xE4BD,菴,9145,0x70EEC
1405,었,U+C5C8,0xE4BE,萓,9146,0x70F28
1406,엉,U+C5C9,0xE4BF,菫,9147,0x70F64
1407,엊,U+C5CA,0xE4C4,萋,9152,0x71080
1408,엌,U+C5CC,0xE4C5,菁,9153,0x710BC
1409,엎,U+C5CE,0xE4C9,菲,9157,0x711A0
1410,에,U+C5D0,0xE4CB,萢,9159,0x71214
1411,엑,U+C5D1,0xE4CC,萠,9160,0x71250
1412,엔,U+C5D4,0xE4CF,蔆,9163,0x712FC
1413,엘,U+C5D8,0xE4D1,葭,9165,0x71370
1414,엠,U+C5E0,0xE4D2,萪,9166,0x713AC
1415,엡,U+C5E1,0xE4D3,萼,9167,0x713E8
1416,엣,U+C5E3,0xE4D5,蒄,9169,0x7145C
1417,엥,U+C5E5,0xE4D8,蒭,9172,0x71508
1418,여,U+C5EC,0xE4D9,葮,9173,0x71544
1419,역,U+C5ED,0xE4DA,蒂,9174,0x71580
1420,엮,U+C5EE,0xE4DB,葩,9175,0x715BC
1421,연,U+C5F0,0xE4DE,葯,9178,0x71668
1422,열,U+C5F4,0xE4E1,蓊,9181,0x71714
1423,엶,U+C5F6,0xE4E2,葢,9182,0x71750
1424,엷,U+C5F7,0xE4E4,蒿,9184,0x717C4
1425,염,U+C5FC,0xE4E5,蒟,9185,0x71800
1426,엽,U+C5FD,0xE4E6,蓙,9186,0x7183C
1427,엾,U+C5FE,0xE4E9,蓚,9189,0x718E8
1428,엿,U+C5FF,0xE4EB,蓁,9191,0x7195C
1429,였,U+C600,0xE4EC,蓆,9192,0x71998
1430,영,U+C601,0xE4ED,蓖,9193,0x719D4
1431,옅,U+C605,0xE4F0,蓿,9196,0x71A80
1432,옆,U+C606,0xE4F1,蓴,9197,0x71ABC
1433,옇,U+C607,0xE4F2,蔗,9198,0x71AF8
1434,예,U+C608,0xE4F3,蔘,9199,0x71B34
1435,옌,U+C60C,0xE4F4,蔬,9200,0x71B70
1436,옐,U+C610,0xE4F6,蔕,9202,0x71BE4
1437,옘,U+C618,0xE4F7,蔔,9203,0x71C20
1438,옙,U+C619,0xE4FA,蕣,9206,0x71CCC
1439,옛,U+C61B,0xE4FB,蕘,9207,0x71D08
1440,옜,U+C61C,0xE542,蕋,9278,0x72320
1441,오,U+C624,0xE544,薀,9280,0x72394
1442,옥,U+C625,0xE547,薑,9283,0x72440
1443,온,U+C628,0xE548,薊,9284,0x7247C
1444,올,U+C62C,0xE54B,薔,9287,0x72528
1445,옭,U+C62D,0xE54C,薛,9288,0x72564
1446,옮,U+C62E,0xE54D,藪,9289,0x725A0
1447,옰,U+C630,0xE54E,薇,9290,0x725DC
1448,옳,U+C633,0xE54F,薜,9291,0x72618
1449,옴,U+C634,0xE551,蕾,9293,0x7268C
1450,옵,U+C635,0xE552,薐,9294,0x726C8
1451,옷,U+C637,0xE555,藏,9297,0x72774
1452,옹,U+C639,0xE556,薹,9298,0x727B0
1453,옻,U+C63B,0xE557,藐,9299,0x727EC
1454,와,U+C640,0xE559,藝,9301,0x72860
1455,왁,U+C641,0xE55D,蘊,9305,0x72944
1456,완,U+C644,0xE55E,蘓,9306,0x72980
1457,왈,U+C648,0xE560,藾,9308,0x729F4
1458,왐,U+C650,0xE561,藺,9309,0x72A30
1459,왑,U+C651,0xE562,蘆,9310,0x72A6C
1460,왓,U+C653,0xE564,蘚,9312,0x72AE0
1461,왔,U+C654,0xE565,蘰,9313,0x72B1C
1462,왕,U+C655,0xE567,虍,9315,0x72B90
1463,왜,U+C65C,0xE568,乕,9316,0x72BCC
1464,왝,U+C65D,0xE56A,號,9318,0x72C40
1465,왠,U+C660,0xE56B,虧,9319,0x72C7C
1466,왬,U+C66C,0xE56C,虱,9320,0x72CB8
1467,왯,U+C66F,0xE56E,蚣,9322,0x72D2C
1468,왱,U+C671,0xE570,蚪,9324,0x72DA0
1469,외,U+C678,0xE572,蚌,9326,0x72E14
1470,왹,U+C679,0xE573,蚶,9327,0x72E50
1471,왼,U+C67C,0xE574,蚯,9328,0x72E8C
1472,욀,U+C680,0xE575,蛄,9329,0x72EC8
1473,욈,U+C688,0xE576,蛆,9330,0x72F04
1474,욉,U+C689,0xE579,蠣,9333,0x72FB0
1475,욋,U+C68B,0xE57A,蚫,9334,0x72FEC
1476,욍,U+C68D,0xE57C,蛞,9336,0x73060
1477,요,U+C694,0xE57D,蛩,9337,0x7309C
1478,욕,U+C695,0xE57E,蛬,9338,0x730D8
1479,욘,U+C698,0xE580,蛟,9340,0x73128
1480,욜,U+C69C,0xE581,蛛,9341,0x73164
1481,욤,U+C6A4,0xE582,蛯,9342,0x731A0
1482,욥,U+C6A5,0xE584,蜆,9344,0x73214
1483,욧,U+C6A7,0xE585,蜈,9345,0x73250
1484,용,U+C6A9,0xE588,蛻,9348,0x732FC
1485,우,U+C6B0,0xE589,蜑,9349,0x73338
1486,욱,U+C6B1,0xE58A,蜉,9350,0x73374
1487,운,U+C6B4,0xE58F,蜿,9355,0x73490
1488,울,U+C6B8,0xE591,蜻,9357,0x73504
1489,욹,U+C6B9,0xE592,蜥,9358,0x73540
1490,욺,U+C6BA,0xE594,蜚,9360,0x735B4
1491,움,U+C6C0,0xE598,蝌,9364,0x73698
1492,웁,U+C6C1,0xE59B,蝗,9367,0x73744
1493,웃,U+C6C3,0xE59C,蝨,9368,0x73780
1494,웅,U+C6C5,0xE59E,蝙,9370,0x737F4
1495,워,U+C6CC,0xE5A0,蝣,9372,0x73868
1496,웍,U+C6CD,0xE5A1,蝪,9373,0x738A4
1497,원,U+C6D0,0xE5A2,蠅,9374,0x738E0
1498,월,U+C6D4,0xE5A3,螢,9375,0x7391C
1499,웜,U+C6DC,0xE5A4,螟,9376,0x73958
1500,웝,U+C6DD,0xE5A6,螯,9378,0x739CC
1501,웠,U+C6E0,0xE5A7,蟋,9379,0x73A08
1502,웡,U+C6E1,0xE5A8,螽,9380,0x73A44
1503,웨,U+C6E8,0xE5A9,蟀,9381,0x73A80
1504,웩,U+C6E9,0xE5AA,蟐,9382,0x73ABC
1505,웬,U+C6EC,0xE5AB,雖,9383,0x73AF8
1506,웰,U+C6F0,0xE5AC,螫,9384,0x73B34
1507,웸,U+C6F8,0xE5AD,蟄,9385,0x73B70
1508,웹,U+C6F9,0xE5AE,螳,9386,0x73BAC
1509,웽,U+C6FD,0xE5B1,螻,9389,0x73C58
1510,위,U+C704,0xE5B2,蟯,9390,0x73C94
1511,윅,U+C705,0xE5B3,蟲,9391,0x73CD0
1512,윈,U+C708,0xE5B4,蟠,9392,0x73D0C
1513,윌,U+C70C,0xE5B5,蠏,9393,0x73D48
1514,윔,U+C714,0xE5B6,蠍,9394,0x73D84
1515,윕,U+C715,0xE5B7,蟾,9395,0x73DC0
1516,윗,U+C717,0xE5B8,蟶,9396,0x73DFC
1517,윙,U+C719,0xE5B9,蟷,9397,0x73E38
1518,유,U+C720,0xE5BC,蠑,9400,0x73EE4
1519,육,U+C721,0xE5BD,蠖,9401,0x73F20
1520,윤,U+C724,0xE5BE,蠕,9402,0x73F5C
1521,율,U+C728,0xE5BF,蠢,9403,0x73F98
1522,윰,U+C730,0xE5C0,蠡,9404,0x73FD4
1523,윱,U+C731,0xE5C1,蠱,9405,0x74010
1524,윳,U+C733,0xE5C2,蠶,9406,0x7404C
1525,융,U+C735,0xE5C5,蠻,9409,0x740F8
1526,윷,U+C737,0xE5C6,衄,9410,0x74134
1527,으,U+C73C,0xE5C7,衂,9411,0x74170
1528,윽,U+C73D,0xE5C8,衒,9412,0x741AC
1529,은,U+C740,0xE5C9,衙,9413,0x741E8
1530,을,U+C744,0xE5CA,衞,9414,0x74224
1531,읊,U+C74A,0xE5CB,衢,9415,0x74260
1532,음,U+C74C,0xE5CF,袞,9419,0x74344
1533,읍,U+C74D,0xE5D1,衽,9421,0x743B8
1534,읏,U+C74F,0xE5D2,袵,9422,0x743F4
1535,응,U+C751,0xE5D6,袒,9426,0x744D8
1536,읒,U+C752,0xE5D7,袮,9427,0x74514
1537,읓,U+C753,0xE5D9,袢,9429,0x74588
1538,읔,U+C754,0xE5DA,袍,9430,0x745C4
1539,읕,U+C755,0xE5DB,袤,9431,0x74600
1540,읖,U+C756,0xE5DD,袿,9433,0x74674
1541,읗,U+C757,0xE5DF,裃,9435,0x746E8
1542,의,U+C758,0xE5E0,裄,9436,0x74724
1543,읜,U+C75C,0xE5E3,裙,9439,0x747D0
1544,읠,U+C760,0xE5E4,裝,9440,0x7480C
1545,읨,U+C768,0xE5E6,褂,9442,0x74880
1546,읫,U+C76B,0xE5E9,裨,9445,0x7492C
1547,이,U+C774,0xE5EA,裲,9446,0x74968
1548,익,U+C775,0xE5EB,褄,9447,0x749A4
1549,인,U+C778,0xE5EC,褌,9448,0x749E0
1550,일,U+C77C,0xE5ED,褊,9449,0x74A1C
1551,읽,U+C77D,0xE5EE,褓,9450,0x74A58
1552,읾,U+C77E,0xE5EF,襃,9451,0x74A94
1553,잃,U+C783,0xE5F0,褞,9452,0x74AD0
1554,임,U+C784,0xE5F1,褥,9453,0x74B0C
1555,입,U+C785,0xE5F2,褪,9454,0x74B48
1556,잇,U+C787,0xE5F3,褫,9455,0x74B84
1557,있,U+C788,0xE5F4,襁,9456,0x74BC0
1558,잉,U+C789,0xE5F6,褻,9458,0x74C34
1559,잊,U+C78A,0xE5F8,褸,9460,0x74CA8
1560,잎,U+C78E,0xE5F9,襌,9461,0x74CE4
1561,자,U+C790,0xE5FA,褝,9462,0x74D20
1562,작,U+C791,0xE640,襦,9532,0x75300
1563,잔,U+C794,0xE641,襤,9533,0x7533C
1564,잖,U+C796,0xE642,襭,9534,0x75378
1565,잗,U+C797,0xE643,襪,9535,0x753B4
1566,잘,U+C798,0xE644,襯,9536,0x753F0
1567,잚,U+C79A,0xE647,襾,9539,0x7549C
1568,잠,U+C7A0,0xE648,覃,9540,0x754D8
1569,잡,U+C7A1,0xE649,覈,9541,0x75514
1570,잣,U+C7A3,0xE64A,覊,9542,0x75550
1571,잤,U+C7A4,0xE64B,覓,9543,0x7558C
1572,장,U+C7A5,0xE64C,覘,9544,0x755C8
1573,잦,U+C7A6,0xE64D,覡,9545,0x75604
1574,재,U+C7AC,0xE64E,覩,9546,0x75640
1575,잭,U+C7AD,0xE64F,覦,9547,0x7567C
1576,잰,U+C7B0,0xE650,覬,9548,0x756B8
1577,잴,U+C7B4,0xE651,覯,9549,0x756F4
1578,잼,U+C7BC,0xE652,覲,9550,0x75730
1579,잽,U+C7BD,0xE653,覺,9551,0x7576C
1580,잿,U+C7BF,0xE654,覽,9552,0x757A8
1581,쟀,U+C7C0,0xE655,覿,9553,0x757E4
1582,쟁,U+C7C1,0xE656,觀,9554,0x75820
1583,쟈,U+C7C8,0xE657,觚,9555,0x7585C
1584,쟉,U+C7C9,0xE659,觝,9557,0x758D0
1585,쟌,U+C7CC,0xE65A,觧,9558,0x7590C
1586,쟎,U+C7CE,0xE65B,觴,9559,0x75948
1587,쟐,U+C7D0,0xE65D,訃,9561,0x759BC
1588,쟘,U+C7D8,0xE65E,訖,9562,0x759F8
1589,쟝,U+C7DD,0xE65F,訐,9563,0x75A34
1590,쟤,U+C7E4,0xE660,訌,9564,0x75A70
1591,쟨,U+C7E8,0xE661,訛,9565,0x75AAC
1592,쟬,U+C7EC,0xE662,訝,9566,0x75AE8
1593,저,U+C800,0xE664,訶,9568,0x75B5C
1594,적,U+C801,0xE665,詁,9569,0x75B98
1595,전,U+C804,0xE666,詛,9570,0x75BD4
1596,절,U+C808,0xE668,詆,9572,0x75C48
1597,젊,U+C80A,0xE669,詈,9573,0x75C84
1598,점,U+C810,0xE66A,詼,9574,0x75CC0
1599,접,U+C811,0xE66B,詭,9575,0x75CFC
1600,젓,U+C813,0xE66C,詬,9576,0x75D38
1601,정,U+C815,0xE66E,誅,9578,0x75DAC
1602,젖,U+C816,0xE66F,誂,9579,0x75DE8
1603,제,U+C81C,0xE670,誄,9580,0x75E24
1604,젝,U+C81D,0xE671,誨,9581,0x75E60
1605,젠,U+C820,0xE672,誡,9582,0x75E9C
1606,젤,U+C824,0xE673,誑,9583,0x75ED8
1607,젬,U+C82C,0xE674,誥,9584,0x75F14
1608,젭,U+C82D,0xE677,誣,9587,0x75FC0
1609,젯,U+C82F,0xE678,諄,9588,0x75FFC
1610,젱,U+C831,0xE679,諍,9589,0x76038
1611,져,U+C838,0xE67B,諚,9591,0x760AC
1612,젼,U+C83C,0xE67D,諳,9593,0x76120
1613,졀,U+C840,0xE67E,諧,9594,0x7615C
1614,졈,U+C848,0xE680,諤,9596,0x761AC
1615,졉,U+C849,0xE681,諱,9597,0x761E8
1616,졌,U+C84C,0xE682,謔,9598,0x76224
1617,졍,U+C84D,0xE683,諠,9599,0x76260
1618,졔,U+C854,0xE684,諢,9600,0x7629C
1619,조,U+C870,0xE685,諷,9601,0x762D8
1620,족,U+C871,0xE686,諞,9602,0x76314
1621,존,U+C874,0xE688,謌,9604,0x76388
1622,졸,U+C878,0xE689,謇,9605,0x763C4
1623,졺,U+C87A,0xE68A,謚,9606,0x76400
1624,좀,U+C880,0xE68B,諡,9607,0x7643C
1625,좁,U+C881,0xE68C,謖,9608,0x76478
1626,좃,U+C883,0xE68D,謐,9609,0x764B4
1627,종,U+C885,0xE68E,謗,9610,0x764F0
1628,좆,U+C886,0xE68F,謠,9611,0x7652C
1629,좇,U+C887,0xE690,謳,9612,0x76568
1630,좋,U+C88B,0xE692,謦,9614,0x765DC
1631,좌,U+C88C,0xE693,謫,9615,0x76618
1632,좍,U+C88D,0xE694,謾,9616,0x76654
1633,좔,U+C894,0xE696,譁,9618,0x766C8
1634,좝,U+C89D,0xE698,譏,9620,0x7673C
1635,좟,U+C89F,0xE699,譎,9621,0x76778
1636,좡,U+C8A1,0xE69B,譖,9623,0x767EC
1637,좨,U+C8A8,0xE69C,譛,9624,0x76828
1638,좼,U+C8BC,0xE69D,譚,9625,0x76864
1639,좽,U+C8BD,0xE6A0,譬,9628,0x76910
1640,죄,U+C8C4,0xE6A1,譯,9629,0x7694C
1641,죈,U+C8C8,0xE6A2,譴,9630,0x76988
1642,죌,U+C8CC,0xE6A4,讀,9632,0x769FC
1643,죔,U+C8D4,0xE6A5,讌,9633,0x76A38
1644,죕,U+C8D5,0xE6A6,讎,9634,0x76A74
1645,죗,U+C8D7,0xE6A8,讓,9636,0x76AE8
1646,죙,U+C8D9,0xE6A9,讖,9637,0x76B24
1647,죠,U+C8E0,0xE6AA,讙,9638,0x76B60
1648,죡,U+C8E1,0xE6AB,讚,9639,0x76B9C
1649,죤,U+C8E4,0xE6AC,谺,9640,0x76BD8
1650,죵,U+C8F5,0xE6AE,谿,9642,0x76C4C
1651,주,U+C8FC,0xE6AF,豈,9643,0x76C88
1652,죽,U+C8FD,0xE6B0,豌,9644,0x76CC4
1653,준,U+C900,0xE6B1,豎,9645,0x76D00
1654,줄,U+C904,0xE6B2,豐,9646,0x76D3C
1655,줅,U+C905,0xE6B5,豬,9649,0x76DE8
1656,줆,U+C906,0xE6B7,豺,9651,0x76E54
1657,줌,U+C90C,0xE6B8,貂,9652,0x76E90
1658,줍,U+C90D,0xE6B9,貉,9653,0x76ECC
1659,줏,U+C90F,0xE6BA,貅,9654,0x76F08
1660,중,U+C911,0xE6BB,貊,9655,0x76F44
1661,줘,U+C918,0xE6BC,貍,9656,0x76F80
1662,줬,U+C92C,0xE6BD,貎,9657,0x76FBC
1663,줴,U+C934,0xE6BE,貔,9658,0x76FF8
1664,쥐,U+C950,0xE6BF,豼,9659,0x77034
1665,쥑,U+C951,0xE6C1,戝,9661,0x770A8
1666,쥔,U+C954,0xE6C6,貳,9666,0x771C4
1667,쥘,U+C958,0xE6C7,貮,9667,0x77200
1668,쥠,U+C960,0xE6CA,賁,9670,0x772AC
1669,쥡,U+C961,0xE6CB,賤,9671,0x772E8
1670,쥣,U+C963,0xE6CF,賺,9675,0x773CC
1671,쥬,U+C96C,0xE6D0,賻,9676,0x77408
1672,쥰,U+C970,0xE6D1,贄,9677,0x77444
1673,쥴,U+C974,0xE6D3,贊,9679,0x774B8
1674,쥼,U+C97C,0xE6D5,贏,9681,0x7752C
1675,즈,U+C988,0xE6D7,贐,9683,0x775A0
1676,즉,U+C989,0xE6D9,贓,9685,0x77614
1677,즌,U+C98C,0xE6DA,賍,9686,0x77650
1678,즐,U+C990,0xE6DC,贖,9688,0x776C4
1679,즘,U+C998,0xE6DE,赭,9690,0x77738
1680,즙,U+C999,0xE6DF,赱,9691,0x77774
1681,즛,U+C99B,0xE6E0,赳,9692,0x777B0
1682,증,U+C99D,0xE6E1,趁,9693,0x777EC
1683,지,U+C9C0,0xE6E2,趙,9694,0x77828
1684,직,U+C9C1,0xE6E4,趾,9696,0x7789C
1685,진,U+C9C4,0xE6E7,跚,9699,0x77948
1686,짇,U+C9C7,0xE6E8,跖,9700,0x77984
1687,질,U+C9C8,0xE6E9,跌,9701,0x779C0
1688,짊,U+C9CA,0xE6EA,跛,9702,0x779FC
1689,짐,U+C9D0,0xE6EC,跪,9704,0x77A70
1690,집,U+C9D1,0xE6ED,跫,9705,0x77AAC
1691,짓,U+C9D3,0xE6EF,跣,9707,0x77B20
1692,징,U+C9D5,0xE6F1,踈,9709,0x77B94
1693,짖,U+C9D6,0xE6F3,跿,9711,0x77C08
1694,짙,U+C9D9,0xE6F5,踞,9713,0x77C7C
1695,짚,U+C9DA,0xE6F6,踐,9714,0x77CB8
1696,짜,U+C9DC,0xE6F8,蹂,9716,0x77D2C
1697,짝,U+C9DD,0xE6F9,踵,9717,0x77D68
1698,짠,U+C9E0,0xE6FA,踰,9718,0x77DA4
1699,짢,U+C9E2,0xE741,蹉,9789,0x783BC
1700,짤,U+C9E4,0xE742,蹌,9790,0x783F8
1701,짧,U+C9E7,0xE745,蹙,9793,0x784A4
1702,짬,U+C9EC,0xE746,蹤,9794,0x784E0
1703,짭,U+C9ED,0xE747,蹠,9795,0x7851C
1704,짯,U+C9EF,0xE749,蹣,9797,0x78590
1705,짰,U+C9F0,0xE74A,蹕,9798,0x785CC
1706,짱,U+C9F1,0xE74B,蹶,9799,0x78608
1707,째,U+C9F8,0xE74C,蹲,9800,0x78644
1708,짹,U+C9F9,0xE74F,躇,9803,0x786F0
1709,짼,U+C9FC,0xE751,躄,9805,0x78764
1710,쨀,U+CA00,0xE752,躋,9806,0x787A0
1711,쨈,U+CA08,0xE753,躊,9807,0x787DC
1712,쨉,U+CA09,0xE754,躓,9808,0x78818
1713,쨋,U+CA0B,0xE755,躑,9809,0x78854
1714,쨌,U+CA0C,0xE756,躔,9810,0x78890
1715,쨍,U+CA0D,0xE758,躪,9812,0x78904
1716,쨔,U+CA14,0xE759,躡,9813,0x78940
1717,쨘,U+CA18,0xE75C,軆,9816,0x789EC
1718,쨩,U+CA29,0xE75F,軅,9819,0x78A98
1719,쩌,U+CA4C,0xE760,軈,9820,0x78AD4
1720,쩍,U+CA4D,0xE761,軋,9821,0x78B10
1721,쩐,U+CA50,0xE762,軛,9822,0x78B4C
1722,쩔,U+CA54,0xE765,軻,9825,0x78BF8
1723,쩜,U+CA5C,0xE767,軾,9827,0x78C6C
1724,쩝,U+CA5D,0xE768,輊,9828,0x78CA8
1725,쩟,U+CA5F,0xE76A,輕,9830,0x78D1C
1726,쩠,U+CA60,0xE76B,輒,9831,0x78D58
1727,쩡,U+CA61,0xE76C,輙,9832,0x78D94
1728,쩨,U+CA68,0xE76D,輓,9833,0x78DD0
1729,쩽,U+CA7D,0xE770,輛,9836,0x78E7C
1730,쪄,U+CA84,0xE771,輌,9837,0x78EB8
1731,쪘,U+CA98,0xE772,輦,9838,0x78EF4
1732,쪼,U+CABC,0xE773,輳,9839,0x78F30
1733,쪽,U+CABD,0xE776,轅,9842,0x78FDC
1734,쫀,U+CAC0,0xE777,轂,9843,0x79018
1735,쫄,U+CAC4,0xE778,輾,9844,0x79054
1736,쫌,U+CACC,0xE779,轌,9845,0x79090
1737,쫍,U+CACD,0xE77A,轉,9846,0x790CC
1738,쫏,U+CACF,0xE77B,轆,9847,0x79108
1739,쫑,U+CAD1,0xE77D,轗,9849,0x7917C
1740,쫓,U+CAD3,0xE77E,轜,9850,0x791B8
1741,쫘,U+CAD8,0xE780,轢,9852,0x79208
1742,쫙,U+CAD9,0xE781,轣,9853,0x79244
1743,쫠,U+CAE0,0xE782,轤,9854,0x79280
1744,쫬,U+CAEC,0xE784,辟,9856,0x792F4
1745,쫴,U+CAF4,0xE785,辣,9857,0x79330
1746,쬈,U+CB08,0xE786,辭,9858,0x7936C
1747,쬐,U+CB10,0xE787,辯,9859,0x793A8
1748,쬔,U+CB14,0xE788,辷,9860,0x793E4
1749,쬘,U+CB18,0xE789,迚,9861,0x79420
1750,쬠,U+CB20,0xE78A,迥,9862,0x7945C
1751,쬡,U+CB21,0xE78B,迢,9863,0x79498
1752,쭁,U+CB41,0xE78C,迪,9864,0x794D4
1753,쭈,U+CB48,0xE78D,迯,9865,0x79510
1754,쭉,U+CB49,0xE78E,邇,9866,0x7954C
1755,쭌,U+CB4C,0xE78F,迴,9867,0x79588
1756,쭐,U+CB50,0xE790,逅,9868,0x795C4
1757,쭘,U+CB58,0xE791,迹,9869,0x79600
1758,쭙,U+CB59,0xE792,迺,9870,0x7963C
1759,쭝,U+CB5D,0xE793,逑,9871,0x79678
1760,쭤,U+CB64,0xE794,逕,9872,0x796B4
1761,쭸,U+CB78,0xE795,逡,9873,0x796F0
1762,쭹,U+CB79,0xE796,逍,9874,0x7972C
1763,쮜,U+CB9C,0xE797,逞,9875,0x79768
1764,쮸,U+CBB8,0xE798,逖,9876,0x797A4
1765,쯔,U+CBD4,0xE799,逋,9877,0x797E0
1766,쯤,U+CBE4,0xE79A,逧,9878,0x7981C
1767,쯧,U+CBE7,0xE79D,逹,9881,0x798C8
1768,쯩,U+CBE9,0xE79E,迸,9882,0x79904
1769,찌,U+CC0C,0xE79F,遏,9883,0x79940
1770,찍,U+CC0D,0xE7A0,遐,9884,0x7997C
1771,찐,U+CC10,0xE7A1,遑,9885,0x799B8
1772,찔,U+CC14,0xE7A3,逎,9887,0x79A2C
1773,찜,U+CC1C,0xE7A4,遉,9888,0x79A68
1774,찝,U+CC1D,0xE7A5,逾,9889,0x79AA4
1775,찡,U+CC21,0xE7A6,遖,9890,0x79AE0
1776,찢,U+CC22,0xE7A9,遨,9893,0x79B8C
1777,찧,U+CC27,0xE7AA,遯,9894,0x79BC8
1778,차,U+CC28,0xE7AB,遶,9895,0x79C04
1779,착,U+CC29,0xE7AC,隨,9896,0x79C40
1780,찬,U+CC2C,0xE7AD,遲,9897,0x79C7C
1781,찮,U+CC2E,0xE7AE,邂,9898,0x79CB8
1782,찰,U+CC30,0xE7AF,遽,9899,0x79CF4
1783,참,U+CC38,0xE7B3,邉,9903,0x79DD8
1784,찹,U+CC39,0xE7B4,邏,9904,0x79E14
1785,찻,U+CC3B,0xE7B5,邨,9905,0x79E50
1786,찼,U+CC3C,0xE7B7,邱,9907,0x79EC4
1787,창,U+CC3D,0xE7B9,郢,9909,0x79F38
1788,찾,U+CC3E,0xE7BA,郤,9910,0x79F74
1789,채,U+CC44,0xE7BB,扈,9911,0x79FB0
1790,책,U+CC45,0xE7BC,郛,9912,0x79FEC
1791,챈,U+CC48,0xE7BD,鄂,9913,0x7A028
1792,챌,U+CC4C,0xE7BE,鄒,9914,0x7A064
1793,챔,U+CC54,0xE7C0,鄲,9916,0x7A0D8
1794,챕,U+CC55,0xE7C1,鄰,9917,0x7A114
1795,챗,U+CC57,0xE7C2,酊,9918,0x7A150
1796,챘,U+CC58,0xE7C3,酖,9919,0x7A18C
1797,챙,U+CC59,0xE7C4,酘,9920,0x7A1C8
1798,챠,U+CC60,0xE7C5,酣,9921,0x7A204
1799,챤,U+CC64,0xE7C6,酥,9922,0x7A240
1800,챦,U+CC66,0xE7C8,酳,9924,0x7A2B4
1801,챨,U+CC68,0xE7C9,酲,9925,0x7A2F0
1802,챰,U+CC70,0xE7CA,醋,9926,0x7A32C
1803,챵,U+CC75,0xE7CB,醉,9927,0x7A368
1804,처,U+CC98,0xE7CC,醂,9928,0x7A3A4
1805,척,U+CC99,0xE7CD,醢,9929,0x7A3E0
1806,천,U+CC9C,0xE7CF,醯,9931,0x7A454
1807,철,U+CCA0,0xE7D2,醴,9934,0x7A500
1808,첨,U+CCA8,0xE7D3,醺,9935,0x7A53C
1809,첩,U+CCA9,0xE7D4,釀,9936,0x7A578
1810,첫,U+CCAB,0xE7D5,釁,9937,0x7A5B4
1811,첬,U+CCAC,0xE7D7,釋,9939,0x7A628
1812,청,U+CCAD,0xE7DA,釟,9942,0x7A6D4
1813,체,U+CCB4,0xE7DB,釡,9943,0x7A710
1814,첵,U+CCB5,0xE7DD,釼,9945,0x7A784
1815,첸,U+CCB8,0xE7DF,釶,9947,0x7A7F8
1816,첼,U+CCBC,0xE7E1,釿,9949,0x7A86C
1817,쳄,U+CCC4,0xE7E3,鈬,9951,0x7A8E0
1818,쳅,U+CCC5,0xE7E4,鈕,9952,0x7A91C
1819,쳇,U+CCC7,0xE7E5,鈑,9953,0x7A958
1820,쳉,U+CCC9,0xE7E6,鉞,9954,0x7A994
1821,쳐,U+CCD0,0xE7E7,鉗,9955,0x7A9D0
1822,쳔,U+CCD4,0xE7E8,鉅,9956,0x7AA0C
1823,쳤,U+CCE4,0xE7E9,鉉,9957,0x7AA48
1824,쳬,U+CCEC,0xE7EB,鉈,9959,0x7AABC
1825,쳰,U+CCF0,0xE7EC,銕,9960,0x7AAF8
1826,촁,U+CD01,0xE7EE,鉋,9962,0x7AB6C
1827,초,U+CD08,0xE7EF,鉐,9963,0x7ABA8
1828,촉,U+CD09,0xE7F0,銜,9964,0x7ABE4
1829,촌,U+CD0C,0xE7F3,銛,9967,0x7AC90
1830,촐,U+CD10,0xE7F8,鋩,9972,0x7ADAC
